X3	2.807032e+16	1.284624e-09
X53	2.900511e+23	1.327404e-02
X1	1.452347e+17	6.646595e-09
X56	2.008535e+07	9.191960e-19
X54	1.487646e+17	6.808137e-09
X2	2.115555e+11	9.681732e-15
X4	1.864529e+11	8.532923e-15
X5	3.968735e+11	1.816272e-14
X7	5.107371e+22	2.337362e-03
X6	1.944442e+09	8.898642e-17
X52	2.185125e+23	1.000011e-02
X20	4.610845e+22	2.110130e-03
X22	1.324531e+16	6.061647e-10
X61	2.631344e+14	1.204221e-11
X19	1.178633e+10	5.393953e-16
X58	7.889025e+06	3.610372e-19
X59	1.248314e+06	5.712845e-20
X80	6.029102e+05	2.759188e-20
X60	9.261814e+08	4.238623e-17
X21	1.887011e+20	8.635809e-06
X62	1.210802e+08	5.541176e-18
X24	4.907196e+13	2.245753e-12
X63	4.732295e+16	2.165711e-09
X23	7.909467e+01	3.619728e-24
X71	2.393999e-01	1.095602e-26
X25	2.352948e-02	1.076815e-27
X26	3.420956e-29	1.565583e-54
X64	7.390446e-01	3.382200e-26
X27	1.839719e+06	8.419383e-20
X28	9.648376e+00	4.415530e-25
X29	5.530843e+07	2.531162e-18
X30	1.476967e+06	6.759264e-20
X31	1.611262e+15	7.373860e-11
X32	4.780093e+06	2.187585e-19
X33	1.061292e+11	4.856950e-15
X34	6.089837e+08	2.786983e-17
X35	1.762890e+10	8.067776e-16
X36	1.609714e+07	7.366774e-19
X40	5.181619e+13	2.371342e-12
X41	2.351306e+13	1.076063e-12
X76	1.777800e+10	8.136013e-16
X77	8.298981e+11	3.797986e-14
X42	3.312527e+14	1.515961e-11
X43	3.038598e+14	1.390599e-11
X74	1.173073e+04	5.368509e-22
X75	7.192130e+04	3.291442e-21
X44	4.247197e+09	1.943708e-16
X45	2.773790e+16	1.269411e-09
X46	8.252211e+13	3.776582e-12
X47	2.008165e+13	9.190265e-13
X48	8.386781e+13	3.838168e-12
X68	3.302994e+09	1.511599e-16
X73	1.000380e+13	4.578190e-13
X78	2.295075e+14	1.050330e-11
X79	1.304062e+15	5.967975e-11
X111	6.393792e+15	2.926087e-10
X8	6.848707e+09	3.134276e-16
X9	3.229122e+10	1.477791e-15
X10	5.915093e+08	2.707012e-17
X57	2.679021e+07	1.226041e-18
X11	3.494984e+11	1.599462e-14
X12	1.941474e+15	8.885058e-11
X13	2.064185e+11	9.446639e-15
X14	2.233480e+07	1.022141e-18
X15	1.880011e+04	8.603773e-22
X16	4.756304e+15	2.176699e-10
X17	1.499016e+09	6.860171e-17
X18	7.452190e+06	3.410457e-19
X70	4.648473e+06	2.127350e-19
X37	5.146590e+11	2.355311e-14
X38	2.285725e+00	1.046051e-25
X39	1.379878e+01	6.314943e-25
X72	9.662571e+07	4.422027e-18
X65	1.816431e+09	8.312806e-17
X66	2.043879e+06	9.353710e-20
X109	2.943532e+08	1.347093e-17
X67	1.337903e-05	6.122844e-31
X110	3.382626e+00	1.548042e-25
X106	4.044741e+02	1.851055e-23
X107	5.720936e+07	2.618157e-18
X108	3.328201e+05	1.523134e-20
X49	5.013607e-03	2.294452e-28
X50	2.103213e-11	9.625249e-37
X51	0.000000e+00	0.000000e+00
X69	0.000000e+00	0.000000e+00
