0.000000 3.800646e-04 2.412947e-04 35.000000 7
0.000010 2.891250e-04 1.125308e-04 35.000000 7
0.000110 9.908476e-05 6.974696e-05 75.000000 4
0.001110 2.234464e-05 2.171831e-05 25.000000 10
0.011110 7.489473e-06 7.275801e-06 35.000000 10
0.111110 4.176989e-06 2.668687e-06 125.000000 60
1.111110 3.653752e-06 7.531622e-07 125.000000 60
11.111110 1.502284e-06 3.087638e-07 125.000000 60
111.111110 9.804988e-08 3.723475e-08 125.000000 60
1111.111110 1.420244e-08 4.893786e-09 125.000000 35
11111.111110 1.122778e-08 7.170815e-10 125.000000 35
111111.111110 4.606300e-09 1.444599e-10 125.000000 35
611111.111110 5.625279e-10 1.543516e-11 125.000000 35
3111111.111110 1.537909e-11 2.220582e-12 125.000000 35
15611111.111110 2.578351e-13 2.404054e-13 135.000000 63
140611111.111110 3.558475e-14 3.525437e-14 105.000000 63
1390611111.111110 7.573531e-16 7.503195e-16 95.000000 63
13890611111.111111 6.661527e-18 4.957874e-18 125.000000 35
138890611111.111115 6.061240e-19 5.215796e-19 115.000000 27
1388890611111.111084 5.450460e-20 4.839342e-20 235.000000 77
13888890611111.111328 2.922149e-20 2.593318e-20 235.000000 77
138888890611111.109375 9.101768e-21 2.211271e-21 125.000000 35
1388888890611111.000000 3.977545e-20 2.903505e-21 125.000000 35
13888888890611112.000000 1.232321e-20 1.143096e-21 125.000000 35
138888888890611104.000000 5.392963e-21 3.089882e-22 125.000000 35
763888888890611072.000000 4.346618e-21 6.774057e-22 125.000000 35
2013888888890611200.000000 1.686739e-21 4.386559e-22 125.000000 35
4513888888890611200.000000 5.121342e-22 3.007171e-23 125.000000 35
9513888888890611712.000000 8.103345e-24 6.629262e-24 135.000000 1
34513888888890613760.000000 1.586801e-23 2.404794e-24 125.000000 35
284513888888890621952.000000 9.496265e-24 2.210064e-24 125.000000 35
784513888888890589184.000000 5.066109e-25 4.697929e-25 125.000000 35
1784513888888890589184.000000 4.137006e-25 3.885675e-25 125.000000 35
11784513888888891113472.000000 3.086840e-25 1.276397e-25 125.000000 35
31784513888888891113472.000000 3.551284e-26 1.325180e-26 125.000000 35
71784513888888891113472.000000 7.842160e-27 1.179965e-27 125.000000 35
271784513888888857559040.000000 1.856618e-28 1.386235e-28 55.000000 60
1271784513888888840781824.000000 3.331671e-28 2.567409e-29 125.000000 35
11271784513888886793961472.000000 1.796669e-28 1.507038e-29 125.000000 35
