Type	Std	Rate
R1	3.072698e-74	3.803171e-75	1.015762e-75	1.161454e-76	3.235594e-78	1.789403e-80	4.582530e-82	3.344244e-82	3.122602e-81	2.787535e-80	2.232763e-79	1.426638e-78	7.679886e-78	3.588323e-77	1.511373e-76	5.466120e-76	1.692001e-75	4.426945e-75	1.049690e-74	2.643973e-74	8.871356e-74	5.827168e-73	1.137925e-71	5.040232e-70	1.074297e-68	5.344313e-68	1.616415e-67	6.799031e-67	3.805916e-66	1.271622e-65	1.217281e-65	6.510412e-66	3.152038e-66	1.400841e-66	5.489840e-67	1.863960e-67	5.505145e-68	2.315414e-68	4.417702e-68	2.973531e-67	1.464334e-66	4.404777e-66	9.086316e-66	1.434158e-65	1.902619e-65	2.410877e-65	4.063180e-65	2.894549e-64	5.401352e-60	6.672712e-59	
R2	8.151977e-69	7.769016e-70	4.056904e-70	9.773836e-71	7.087071e-72	1.684338e-73	1.818058e-74	3.668765e-74	5.051102e-73	6.266860e-72	6.630007e-71	5.286817e-70	3.532784e-69	2.139587e-68	1.280977e-67	7.299147e-67	3.949061e-66	1.964509e-65	9.259270e-65	4.568104e-64	2.765709e-63	3.142310e-62	1.319347e-60	9.852944e-59	2.103597e-57	9.325453e-57	2.186913e-56	6.111912e-56	1.889411e-55	2.222695e-55	4.339336e-56	5.790138e-57	1.005273e-57	2.033088e-58	4.229999e-59	8.784882e-60	2.369223e-60	2.464885e-60	2.050272e-59	6.070873e-58	1.198963e-56	1.323003e-55	9.298157e-55	4.706543e-54	1.890716e-53	6.545484e-53	2.167123e-52	1.168061e-51	2.482705e-49	6.488481e-49	
R3	7.820618e-33	6.784952e-33	8.437916e-33	6.156645e-33	1.776864e-33	1.821296e-34	4.007605e-35	5.847721e-35	3.526097e-34	2.206603e-33	1.306903e-32	6.510379e-32	2.828715e-31	1.101487e-30	3.953302e-30	1.266621e-29	3.566489e-29	8.620694e-29	1.818094e-28	3.558431e-28	7.027305e-28	1.626573e-27	5.318091e-27	1.891458e-26	4.326363e-26	5.927856e-26	6.956465e-26	1.058377e-25	2.031536e-25	3.131076e-25	2.306326e-25	1.202891e-25	6.061646e-26	2.960771e-26	1.366684e-26	5.907591e-27	2.401305e-27	1.494477e-27	4.499168e-27	5.049420e-26	4.343366e-25	2.371970e-24	9.167404e-24	2.774985e-23	7.101555e-23	1.634562e-22	3.674713e-22	1.249098e-21	1.589871e-19	4.731436e-19	
R4	2.602625e-21	6.851661e-21	4.561302e-20	1.738088e-19	1.266463e-19	1.369710e-20	4.489247e-22	4.090934e-23	1.341407e-23	3.169646e-24	7.873123e-25	2.908794e-25	1.718787e-25	2.112815e-25	6.543633e-25	2.612648e-24	9.031407e-24	2.423657e-23	4.966944e-23	8.308190e-23	1.249400e-22	2.071136e-22	5.478333e-22	2.287983e-21	5.505739e-21	6.204725e-21	5.310130e-21	5.791668e-21	8.298175e-21	6.019543e-21	7.454742e-22	5.257020e-23	4.578613e-24	4.705363e-25	4.989751e-26	5.071327e-27	4.823344e-28	6.930151e-29	4.752985e-29	1.203606e-28	2.324687e-28	2.848478e-28	2.472553e-28	1.677703e-28	9.496782e-29	4.649483e-29	2.041472e-29	1.150217e-29	3.682394e-29	8.926874e-30	
R5	6.508645e-47	6.815146e-48	1.086877e-48	8.193244e-50	1.898643e-51	1.161583e-53	1.819762e-55	8.394600e-56	5.073711e-55	3.182576e-54	1.888458e-53	9.419378e-53	4.095585e-52	1.595204e-51	5.724544e-51	1.833306e-50	5.158658e-50	1.245887e-49	2.625267e-49	5.133950e-49	1.013133e-48	2.343470e-48	7.653765e-48	2.716025e-47	6.194726e-47	8.466454e-47	9.912844e-47	1.505395e-46	2.885850e-46	4.444920e-46	3.274337e-46	1.708916e-46	8.621455e-47	4.217452e-47	1.950237e-47	8.446668e-48	3.440608e-48	2.146049e-48	6.476089e-48	7.287318e-47	6.287731e-46	3.446919e-45	1.338739e-44	4.078752e-44	1.052977e-43	2.452725e-43	5.605305e-43	1.949175e-42	2.561088e-40	7.972166e-40	
R6	1.608107e-26	2.289515e-28	3.703903e-26	7.673251e-24	1.102415e-21	2.080612e-19	5.248119e-17	1.052994e-15	1.171433e-14	1.082579e-13	8.702618e-13	6.014352e-12	3.635538e-11	1.937702e-10	9.331270e-10	3.977057e-09	1.494519e-08	4.898692e-08	1.441296e-07	4.106984e-07	1.269736e-06	5.622576e-06	5.136442e-05	5.760233e-04	3.202827e-03	8.300647e-03	1.690666e-02	4.125217e-02	1.192466e-01	2.630520e-01	2.633085e-01	1.768455e-01	1.093720e-01	6.276000e-02	3.261533e-02	1.519489e-02	6.359891e-03	3.885914e-03	1.093353e-02	1.090956e-01	7.938176e-01	3.492392e+00	1.036719e+01	2.297876e+01	4.086249e+01	6.096916e+01	7.860202e+01	1.103175e+02	1.468982e+02	9.468188e+00	
R7	3.105006e-40	8.569089e-39	4.611204e-37	1.948525e-35	3.789430e-34	3.504418e-33	2.289458e-32	2.825411e-32	1.574142e-32	6.032035e-33	2.257316e-33	1.022633e-33	6.727596e-34	9.242901e-34	3.469124e-33	1.913976e-32	1.109671e-31	6.250787e-31	3.356416e-30	1.759892e-29	1.014367e-28	1.006503e-27	2.418480e-26	7.637106e-25	1.148599e-23	4.868403e-23	1.069942e-22	2.133090e-22	3.447020e-22	1.579236e-22	1.609594e-23	1.429137e-24	2.302420e-25	4.936091e-26	1.026005e-26	1.898395e-27	3.097485e-28	7.260892e-29	7.758344e-29	2.926044e-28	8.038806e-28	1.334866e-27	1.490293e-27	1.227651e-27	7.900238e-28	4.066393e-28	1.693935e-28	7.469811e-29	4.800033e-29	1.748041e-31	
R8	4.231383e-22	2.140218e-21	2.437137e-20	2.398512e-19	9.379966e-19	2.376010e-18	4.322669e-18	3.565036e-18	2.191422e-18	1.145066e-18	5.831790e-19	3.090542e-19	2.095765e-19	2.793956e-19	9.673659e-19	4.801700e-18	2.452423e-17	1.200076e-16	5.514560e-16	2.435983e-15	1.066630e-14	5.299403e-14	3.504034e-13	2.363278e-12	8.948500e-12	1.752016e-11	2.740695e-11	5.098932e-11	1.090074e-10	1.632200e-10	1.223043e-10	8.655052e-11	5.662111e-11	3.152902e-11	1.482697e-11	5.965829e-12	2.095252e-12	1.055671e-12	2.422983e-12	1.959085e-11	1.151042e-10	4.082960e-10	9.751527e-10	1.724793e-09	2.390559e-09	2.638114e-09	2.290127e-09	1.903959e-09	1.854072e-09	1.238548e-11	
R9	1.578793e-32	1.706554e-30	6.910436e-29	2.443259e-27	6.219030e-26	1.034260e-24	4.242185e-24	4.702291e-24	2.551041e-24	8.936477e-25	3.217164e-25	1.588963e-25	9.837518e-26	6.754014e-26	4.972316e-26	3.742025e-26	2.914613e-26	2.335883e-26	1.953161e-26	1.699220e-26	1.693663e-26	2.924531e-26	1.410637e-25	1.693108e-24	2.369082e-23	8.727895e-23	1.298937e-22	1.342435e-22	8.188079e-23	6.630368e-24	6.073557e-26	1.528619e-27	1.104031e-28	1.142744e-29	1.295323e-30	1.453405e-31	1.592048e-32	1.777445e-33	2.147233e-34	2.865597e-35	4.092949e-36	5.982283e-37	8.690860e-38	1.240071e-38	1.735793e-39	2.395481e-40	3.289971e-41	4.565648e-42	6.729752e-43	1.465812e-43	
R10	2.194878e-46	2.277832e-49	4.452405e-52	4.842567e-55	2.461061e-58	4.549814e-62	8.163469e-66	1.057527e-67	3.930064e-68	1.290286e-68	4.365454e-69	1.676080e-69	7.020809e-70	3.055312e-70	1.367240e-70	6.160196e-71	2.817423e-71	1.303965e-71	6.148792e-72	2.936065e-72	1.448465e-72	8.137714e-73	5.515928e-73	5.153273e-73	1.288815e-72	1.736651e-72	1.509773e-72	1.258501e-72	9.493110e-73	3.397656e-73	4.076866e-74	4.478181e-75	6.263007e-76	9.911820e-77	1.606856e-77	2.565514e-78	4.081331e-79	6.808876e-80	1.263101e-80	2.644463e-81	6.012700e-82	1.412227e-82	3.316059e-83	7.667891e-84	1.737428e-84	3.856590e-85	8.401653e-86	1.802901e-86	3.890766e-87	9.852485e-88	
