# Reaction ID 	 Column-Integrated Reaction Rate (cm**-2 s**-1)
R1	6.579795e-61
R2	4.333461e-41
R3	8.347123e-16
R4	5.884908e-06
R5	2.937714e-47
R6	8.461381e+04
R7	5.308739e-01
R8	7.644919e+05
R9	2.709536e-05
R10	1.963171e-36
R11	1.487923e-05
R12	2.881193e-01
R13	6.629097e-14
R14	1.610578e+01
R15	1.219191e-31
R16	5.619754e+00
R17	8.894485e+06
R18	7.089194e-09
R19	1.743657e-23
R20	1.360553e+05
R21	1.090573e-02
R22	5.948581e-03
R23	1.063553e-13
R24	1.139999e-04
R25	1.441378e-02
R26	4.285563e-07
R27	6.312490e-15
R28	1.120951e-13
R29	1.519780e+04
R30	6.100538e+02
R31	3.224891e+02
R32	5.174683e+04
R33	9.996257e+04
R34	6.000255e-02
R35	2.474769e+02
R36	1.478961e-02
R37	6.400218e-02
R38	4.757504e-03
R39	3.245930e-09
R40	1.370022e+09
R41	2.257876e-49
R44	8.486859e+03
R45	2.428525e+00
R46	1.214262e-01
R47	1.713916e-12
R48	4.353147e-06
R49	1.621377e-11
R50	1.886027e-01
R51	8.753525e-08
R52	2.842071e-09
R53	4.593377e-07
R54	4.271113e-20
R55	4.696777e+05
R56	1.560082e+02
R57	2.501876e-19
R59	1.653910e+02
R60	2.086281e+02
R61	2.236388e+01
R62	1.575227e-12
R63	1.294652e-07
R64	9.610725e-01
R65	1.219457e-06
R66	1.037690e-02
R67	4.321341e+03
R68	4.154114e-09
R69	4.019962e-08
R70	9.901550e+03
R71	6.601033e+04
R72	3.640087e+01
R73	1.127082e-01
R74	4.992340e-11
R75	2.166730e-02
R76	1.692863e-03
R77	1.692863e-02
R78	2.728113e-05
R79	1.376847e+00
R80	2.575856e-14
R81	5.395611e+00
R82	1.437524e-14
R83	5.174075e-15
R84	9.252254e-10
R85	3.563867e-26
R86	2.174563e-26
R87	6.599220e-24
R88	0.000000e+00
R89	0.000000e+00
R90	0.000000e+00
R91	1.205099e+02
R92	1.196341e+05
R93	5.591013e-03
R94	1.243225e-08
R95	4.489387e-10
R96	1.354142e-01
R97	1.227329e-19
R98	7.950375e-05
R99	6.441142e+05
R100	1.467733e-06
R101	1.288329e+07
R102	0.000000e+00
R103	0.000000e+00
R104	0.000000e+00
R105	0.000000e+00
R106	0.000000e+00
R107	0.000000e+00
R108	1.777126e-02
R109	5.542136e+02
R110	4.344891e+03
R111	1.362332e+04
R112	2.876762e+03
R113	3.439828e+04
R114	6.879655e+04
R115	3.548605e-06
R116	2.251237e+02
R117	2.643844e-01
R118	1.589077e+00
R119	2.406800e+03
R120	8.854055e-83
R121	4.243326e-56
R122	2.360878e-37
R123	5.021682e+04
R124	2.578582e-28
R125	5.395307e-01
R126	4.139101e-17
R127	6.550740e+05
R128	3.939125e-34
R129	2.251179e-20
R130	8.998343e+02
R131	1.906012e+05
R132	2.137094e+04
R133	4.299507e+04
R134	2.345186e+04
R135	3.046924e-10
R136	1.531049e-03
R137	7.419198e+00
R138	1.206737e+01
R140	6.543605e+04
R141	3.271803e+03
R142	1.042071e+02
R143	1.047106e+00
R145	2.092602e+07
R146	1.905283e+08
R147	1.707188e+05
R148	1.503241e+06
R149	3.478105e-11
R150	2.473929e-05
R152	1.739524e+07
R153	9.873163e+06
R154	6.170727e+05
R155	8.141560e-06
R156	1.170861e-29
R157	3.537177e+03
R159	4.954061e+02
R160	2.334230e-13
R161	2.816509e-13
R162	1.151566e+09
R163	4.275592e+06
R164	6.048050e-03
R165	2.755049e-08
R166	2.515294e-02
R167	2.706961e-01
R168	2.564549e-02
R169	5.493684e-08
R171	3.910555e+02
R172	9.805917e+08
R173	8.568899e-13
R174	7.096557e-25
R175	2.182863e-06
R176	3.271601e-09
R177	1.931917e-06
R178	3.418084e-21
R179	6.351045e-32
R180	2.522360e+01
R181	5.605245e-01
R182	2.417262e+00
R183	1.467528e-16
R186	5.756284e+03
R187	3.457714e-58
R188	1.312690e-42
R189	4.396148e-03
R190	5.115058e-13
R192	3.939834e-05
R193	8.347123e-16
R195	1.189422e+07
R196	5.516906e-30
R197	5.104627e-02
R198	1.825354e+00
R199	1.453081e+04
R200	1.743697e+04
R201	7.373580e+06
R202	1.348149e+08
R203	9.721552e+03
R204	2.691799e-01
R205	1.110636e-18
R206	3.314053e+04
R207	2.493172e+08
R209	2.850453e-11
R212	1.182687e+09
R213	9.156585e-21
R214	1.113140e-45
R215	1.640420e+00
R216	1.234036e-16
R217	4.295968e-11
R218	1.056548e+07
R219	1.962267e-02
R220	6.744880e-06
R221	1.245924e-06
R222	3.964821e-17
R223	3.901086e-09
R224	2.048093e-01
R225	1.041005e-09
R226	6.245604e-29
R227	2.410330e-12
R228	5.309500e-05
R229	9.206745e-02
R230	3.985429e+07
R231	1.086209e+01
R232	4.852727e+01
