z			H			O			O2			OH			HO2			H2O			H2O2			CO2			CO			CH2O			CHO			CH3			CH4			CH3O			CH4O			CH2O2			CH4O2			C2H2			C2H3			C2H4			C2H5			C2H6			C2H2O			C2H3O			C2H4O			C2H5O			S			S2			S3			S4			SO			SO2			SO21			SO23			SO3			H2S			HS			HSO			HSO2			HSO3			H2SO4			H2SO4A			S8			S8A			Air

5.000000		1.690979e+03		6.712238e+00		3.342217e-06		8.391576e-02		2.294659e-06		2.340277e+17		3.175728e-09		2.363890e+15		1.321057e+16		4.549645e+08		2.221871e+07		3.110706e+01		2.287545e+15		1.924510e+00		3.377838e+05		4.227975e-14		5.441981e-16		8.534409e-08		5.287564e-11		1.099322e+00		1.998890e+00		9.252755e+11		7.728409e+00		4.238217e+00		4.559865e+02		3.099857e-06		1.497309e+06		2.924270e+06		1.260863e+03		8.289403e+04		1.130306e+07		1.159639e+09		3.779531e-04		2.567050e-03		3.259671e-07		2.540710e+10		1.071749e+07		4.496522e+07		6.550152e+00		1.027335e+01		3.677657e+03		4.343591e+03		6.439562e+09		3.520769e+08		2.340277e+19
15.000000		2.113735e+03		1.462332e+01		8.569341e-06		7.543141e-02		3.889293e-06		2.276877e+16		1.256449e-08		2.028302e+15		1.133531e+16		8.083744e+08		2.614816e+07		3.960661e+01		1.962822e+15		2.634778e+00		4.308716e+05		2.494809e-13		1.057235e-15		3.878869e-08		3.731623e-11		1.054474e+00		2.288889e+00		7.939437e+11		1.564534e+02		1.129661e+01		6.767628e+02		5.738878e-05		4.160953e+06		5.759478e+06		5.840965e+03		2.944115e+05		1.139586e+07		3.555462e+08		1.712427e-04		1.162308e-03		2.848640e-06		2.154125e+10		1.631623e+07		2.530585e+07		9.014840e+00		2.330523e+01		3.354909e+04		5.583091e+04		1.036564e+09		4.888234e+09		2.008069e+19
25.000000		4.091363e+03		1.551226e+01		1.338155e-05		2.373630e-01		9.551334e-06		9.445064e+15		6.888659e-08		1.717299e+15		9.597358e+15		1.501166e+09		3.542925e+07		8.947404e+01		1.661876e+15		5.160970e+00		5.176626e+05		4.238077e-13		2.249396e-15		1.248365e-07		1.824691e-10		1.103548e+00		3.829240e+00		6.722277e+11		5.862617e+02		4.886356e+01		1.816899e+03		1.885459e-03		2.888347e+06		3.020335e+06		1.688729e+03		6.988432e+04		2.548298e+06		8.836119e+07		6.275356e-05		4.261332e-04		4.283645e-06		1.788836e+10		1.553661e+07		8.970055e+06		1.409469e+01		3.774180e+01		3.887181e+04		1.860823e+05		1.969956e+08		4.886827e+09		1.700187e+19
35.000000		7.329828e+03		2.499473e+01		2.781337e-05		5.299891e-01		2.316989e-05		3.632220e+15		2.350961e-07		1.444080e+15		8.070542e+15		1.893375e+09		4.039317e+07		1.363933e+02		1.397491e+15		7.362480e+00		5.759251e+05		5.036619e-13		4.864596e-15		8.356398e-07		1.673042e-09		1.264350e+00		5.147933e+00		5.652975e+11		1.421712e+03		1.444281e+02		3.567430e+03		4.401694e-02		2.535524e+06		2.189641e+06		8.499194e+02		3.169055e+04		7.626148e+05		1.809564e+07		1.836677e-05		1.248369e-04		8.688487e-06		1.454242e+10		1.558764e+07		3.060595e+06		1.938267e+01		3.341035e+01		3.162558e+04		3.382896e+05		4.043015e+07		4.300075e+09		1.429707e+19
45.000000		1.136643e+04		7.878815e+01		9.604138e-05		8.560838e-01		6.519018e-05		1.282360e+15		4.840654e-07		1.205352e+15		6.736454e+15		1.674317e+09		3.943768e+07		1.446359e+02		1.166478e+15		7.269120e+00		5.827737e+05		4.974608e-13		1.175280e-14		5.099669e-06		1.191767e-08		1.539966e+00		5.688661e+00		4.718643e+11		2.542666e+03		2.501026e+02		4.919493e+03		2.708727e-01		3.464592e+06		2.888642e+06		1.213742e+03		4.814970e+04		5.511521e+05		3.139640e+06		4.492234e-06		3.056819e-05		2.164554e-05		1.158898e+10		1.735925e+07		1.740526e+06		1.820047e+02		2.185639e+01		2.629175e+04		4.723224e+05		1.170772e+07		3.676093e+09		1.193369e+19
55.000000		1.678995e+04		2.768004e+02		3.654582e-04		1.277286e+00		1.808454e-04		4.108847e+14		8.419829e-07		9.979853e+14		5.577625e+15		1.299610e+09		3.615942e+07		1.429708e+02		9.658131e+14		6.230438e+00		5.440346e+05		4.204814e-13		2.879496e-14		3.485074e-05		7.274227e-08		1.933438e+00		6.041938e+00		3.907048e+11		3.689793e+03		2.139472e+02		4.839510e+03		6.880064e-01		5.257440e+06		4.341522e+06		2.202292e+03		9.650937e+04		6.944615e+05		4.898892e+05		9.863743e-07		6.719547e-06		6.593811e-05		9.039345e+09		1.928606e+07		1.548414e+06		6.831416e+03		1.247801e+01		2.459548e+04		5.799397e+05		6.838323e+06		3.110286e+09		9.880786e+18
65.000000		2.462189e+04		1.004635e+03		1.546633e-03		1.760516e+00		4.901109e-04		1.178573e+14		1.246986e-06		8.190148e+14		4.577490e+15		9.157184e+08		3.155121e+07		1.345158e+02		7.926279e+14		4.954640e+00		4.783229e+05		3.217895e-13		7.126209e-14		3.078164e-04		4.283250e-07		2.529896e+00		6.198957e+00		3.206603e+11		4.867996e+03		8.844604e+01		3.636018e+03		1.352355e+00		8.973689e+06		7.596802e+06		5.263229e+03		2.669267e+05		1.194399e+06		7.550877e+04		2.146603e-07		1.463772e-06		2.370712e-04		6.816081e+09		2.132055e+07		1.641031e+06		5.959761e+04		6.579329e+00		2.438057e+04		6.854377e+05		9.580907e+06		2.616189e+09		8.109012e+18
75.000000		3.384773e+04		3.972843e+03		9.480231e-03		2.504993e+00		2.259769e-03		2.977063e+13		1.996731e-06		6.656036e+14		3.720426e+15		6.366335e+08		2.699621e+07		1.244593e+02		6.442095e+14		3.747537e+00		4.110970e+05		2.541301e-13		2.776475e-13		6.644103e-03		4.938429e-06		5.581390e+00		6.626960e+00		2.606639e+11		9.740706e+03		2.655255e+01		2.872120e+03		4.263904e+00		1.137209e+07		8.604893e+06		6.080572e+03		3.159444e+05		1.427870e+06		1.935676e+04		7.807717e-08		5.328178e-07		1.332593e-03		4.295491e+09		2.057582e+07		1.416614e+06		3.764943e+05		1.798225e+00		3.401834e+04		1.205198e+06		1.187783e+07		2.258556e+09		6.590627e+18
85.000000		4.419141e+04		1.945526e+04		1.335165e-01		3.715190e+00		2.825868e-02		6.492095e+12		3.396410e-06		5.350597e+14		2.991705e+15		4.415418e+08		2.303385e+07		1.141202e+02		5.179983e+14		2.803573e+00		2.930772e+05		3.536549e-13		2.358582e-12		2.155140e-01		7.448523e-05		1.932766e+01		7.533275e+00		2.097194e+11		2.326811e+04		6.690429e+00		2.452116e+03		1.847708e+01		1.110631e+07		6.723006e+06		3.755710e+03		1.820162e+05		1.655134e+06		4.128295e+04		2.371675e-07		1.618326e-06		1.271795e-02		2.367791e+09		1.814416e+07		1.384615e+06		1.443289e+06		4.150522e-01		6.710784e+04		2.641815e+06		7.206107e+06		1.904216e+09		5.299456e+18
95.000000		5.547440e+04		1.065323e+05		3.757521e+00		5.126187e+00		6.849163e-01		1.192899e+12		5.441299e-06		4.248668e+14		2.377465e+15		2.777601e+08		1.879123e+07		9.817776e+01		4.115874e+14		1.898950e+00		1.362213e+05		7.494079e-13		3.640366e-11		5.854293e+00		8.609321e-04		8.332348e+01		8.811969e+00		1.668789e+11		4.882785e+04		1.439696e+00		1.977344e+03		9.621112e+01		1.047438e+07		4.976111e+06		2.138603e+03		9.648010e+04		3.892405e+06		3.123481e+05		2.553699e-06		1.740954e-05		1.919323e-01		1.193467e+09		1.539995e+07		2.561377e+06		3.521201e+06		1.058777e+00		1.412515e+05		5.153552e+06		3.938621e+06		1.502440e+09		4.210883e+18
