z			O(1D)			O3			C			CH			CH2			CH21			CH3O2			C2			C2H			C2HO			Air

5.000000		9.693814e-29		7.862085e-16		3.237162e-37		6.730762e-23		4.809373e-08		1.671567e-14		1.645861e-21		6.254479e-57		2.330966e-23		2.571983e-22		2.340277e+19
15.000000		5.999026e-28		3.043733e-15		1.844016e-36		2.289785e-22		9.891888e-08		3.437869e-14		5.189813e-21		1.737033e-57		4.216291e-23		1.139530e-21		2.008069e+19
25.000000		1.177206e-27		3.949945e-15		3.306404e-35		1.540151e-21		2.647646e-07		9.201450e-14		1.761067e-20		3.646548e-57		3.092106e-22		9.506608e-21		1.700187e+19
35.000000		4.491698e-27		1.049188e-14		3.855624e-34		7.187892e-21		5.249022e-07		1.824158e-13		5.354663e-20		1.091679e-56		4.129523e-21		5.623214e-20		1.429707e+19
45.000000		5.432253e-26		9.050225e-14		2.736797e-33		2.327157e-20		8.215835e-07		2.855097e-13		1.877740e-19		1.945985e-56		4.584723e-20		2.365021e-19		1.193369e+19
55.000000		8.039085e-25		9.607857e-13		1.727180e-32		6.929121e-20		1.218870e-06		4.235531e-13		6.749980e-19		2.829807e-56		5.408421e-19		9.412160e-19		9.880786e+18
65.000000		1.356448e-23		1.157735e-11		1.085290e-31		2.036112e-19		1.757740e-06		6.107696e-13		2.562937e-18		4.192026e-56		8.381619e-18		3.829131e-18		8.109012e+18
75.000000		3.710181e-22		2.240852e-10		6.660291e-31		6.124643e-19		2.693557e-06		9.357261e-13		1.382739e-17		1.145788e-55		3.398968e-16		1.761425e-17		6.590627e+18
85.000000		2.966504e-20		1.256448e-08		4.234759e-30		1.971298e-18		4.495737e-06		1.560208e-12		1.694174e-16		3.538750e-55		2.282423e-14		2.621534e-16		5.299456e+18
95.000000		5.325197e-18		1.575603e-06		2.804681e-29		6.728796e-18		7.920095e-06		2.721679e-12		3.880303e-15		6.402990e-55		1.374683e-12		2.853790e-14		4.210883e+18
105.000000		8.321848e-16		1.724184e-04		2.247810e-28		2.672898e-17		1.510210e-05		4.809949e-12		8.894380e-14		3.603094e-55		4.000740e-11		1.933810e-12		3.301847e+18
115.000000		6.300907e-14		9.189097e-03		2.347183e-27		1.254028e-16		2.981885e-05		7.417099e-12		1.436597e-12		4.479744e-56		4.121255e-10		3.832872e-11		2.550802e+18
125.000000		7.210638e-13		7.227888e-02		3.747499e-26		6.501869e-16		5.327511e-05		9.971848e-12		6.483991e-12		2.670892e-56		1.524848e-09		2.044950e-10		1.884482e+18
135.000000		1.624996e-12		1.100267e-01		7.200001e-25		3.337219e-15		8.876482e-05		1.450141e-11		1.019472e-11		1.686239e-55		3.355575e-09		5.139210e-10		1.341674e+18
145.000000		2.822219e-12		1.312879e-01		1.160047e-23		1.505662e-14		1.344420e-04		1.943677e-11		1.232382e-11		7.681360e-55		6.006507e-09		1.027913e-09		9.560463e+17
