z			O(1D)			O3			C			CH			CH2			CH21			CH3O2			C2			C2H			C2HO			Air

155.000000		4.123263e-12		1.332920e-01		1.580744e-22		6.065866e-14		1.898448e-04		2.453689e-11		1.237344e-11		2.843431e-54		9.224402e-09		1.748669e-09		6.812569e+17
165.000000		5.546376e-12		1.255811e-01		1.879130e-21		2.236329e-13		2.538147e-04		2.938170e-11		1.100734e-11		8.883630e-54		1.254180e-08		2.644838e-09		4.854482e+17
175.000000		7.265901e-12		1.158514e-01		2.029559e-20		7.754054e-13		3.247526e-04		3.368498e-11		9.092015e-12		2.430946e-53		1.546010e-08		3.657761e-09		3.459194e+17
185.000000		9.571430e-12		1.078660e-01		2.079606e-19		2.597665e-12		4.010371e-04		3.749063e-11		7.263375e-12		5.996347e-53		1.749481e-08		4.688294e-09		2.464943e+17
195.000000		1.447559e-11		1.155920e-01		1.927924e-18		8.179693e-12		4.739383e-04		3.861914e-11		5.785478e-12		1.286611e-52		1.789012e-08		5.650383e-09		1.756463e+17
205.000000		2.488786e-11		1.410605e-01		1.618519e-17		2.414135e-11		5.334633e-04		3.695765e-11		4.571541e-12		2.463680e-52		1.689787e-08		6.527467e-09		1.251615e+17
215.000000		4.488313e-11		1.807738e-01		1.307397e-16		6.922963e-11		5.801227e-04		3.448162e-11		3.612111e-12		4.755654e-52		1.624675e-08		7.835527e-09		8.918728e+16
225.000000		8.242657e-11		2.361011e-01		1.055056e-15		1.984390e-10		6.229874e-04		3.202263e-11		2.872712e-12		1.161316e-51		1.977079e-08		1.183441e-08		6.355276e+16
235.000000		1.518909e-10		3.095636e-01		9.139911e-15		6.086867e-10		7.065874e-04		2.985506e-11		2.300919e-12		4.604544e-51		3.893940e-08		2.756115e-08		4.528620e+16
245.000000		2.807176e-10		4.070260e-01		1.007176e-13		2.357412e-09		9.967595e-04		2.808084e-11		1.872036e-12		2.777802e-50		1.158182e-07		9.498306e-08		3.226992e+16
255.000000		5.248655e-10		5.396848e-01		1.558799e-12		1.267028e-08		1.917271e-03		2.666798e-11		1.574967e-12		1.987053e-49		4.035651e-07		3.903376e-07		2.299481e+16
265.000000		9.884647e-09		7.366852e-01		3.018711e-11		8.345184e-08		4.409378e-03		2.557867e-11		1.440337e-12		1.540063e-48		1.492060e-06		1.728918e-06		1.638558e+16
275.000000		4.044494e-08		1.040794e+00		6.261739e-10		5.699968e-07		1.015910e-02		2.470989e-11		1.549559e-12		1.247862e-47		5.582881e-06		7.812437e-06		1.167600e+16
285.000000		2.185061e-07		1.456521e+00		1.371147e-08		3.879641e-06		2.200470e-02		2.393964e-11		2.201644e-12		1.088720e-46		2.123052e-05		3.599389e-05		8.320049e+15
295.000000		1.591809e-06		1.763950e+00		3.170923e-07		2.587429e-05		4.336995e-02		2.321030e-11		4.363546e-12		1.042184e-45		8.216699e-05		1.663529e-04		5.928679e+15
305.000000		8.023347e-06		1.658442e+00		7.313392e-06		1.668871e-04		8.037015e-02		2.347064e-11		1.083110e-11		1.057061e-44		3.266255e-04		7.578637e-04		4.224642e+15
315.000000		2.716968e-05		1.213542e+00		1.439225e-04		9.900869e-04		1.483305e-01		2.920470e-11		2.717765e-11		9.969154e-44		1.300646e-03		3.225179e-03		3.010384e+15
325.000000		6.767963e-05		7.452568e-01		2.452585e-03		5.551244e-03		2.842420e-01		5.716469e-11		6.593426e-11		8.839124e-43		5.307910e-03		1.313062e-02		2.145131e+15
335.000000		1.348918e-04		3.875046e-01		3.666691e-02		2.919953e-02		5.515160e-01		1.766764e-10		1.503909e-10		7.509522e-42		2.214880e-02		5.078295e-02		1.528572e+15
345.000000		2.302099e-04		1.638599e-01		4.397169e-01		1.317855e-01		9.949309e-01		7.875207e-09		2.936809e-10		5.751805e-41		8.888340e-02		1.715341e-01		1.089226e+15
355.000000		3.548582e-04		5.365235e-02		3.906876e+00		4.657346e-01		1.512515e+00		1.251017e-07		4.626419e-10		3.802086e-40		3.243857e-01		4.702326e-01		7.761576e+14
365.000000		5.154173e-04		1.330352e-02		2.391108e+01		1.186681e+00		1.779096e+00		1.264788e-06		5.719545e-10		2.073876e-39		1.019771e+00		1.015001e+00		5.530723e+14
375.000000		7.295743e-04		2.589493e-03		9.932851e+01		2.139660e+00		1.593051e+00		1.596661e-05		5.737014e-10		9.054109e-39		2.668384e+00		1.894633e+00		3.941063e+14
385.000000		1.030813e-03		4.031528e-04		2.963792e+02		2.888945e+00		1.146258e+00		1.302851e-04		5.618597e-10		3.173638e-38		5.830959e+00		3.664331e+00		2.808309e+14
395.000000		1.472419e-03		3.790591e-05		7.106715e+02		3.267823e+00		7.152657e-01		6.478047e-04		7.958360e-10		9.188154e-38		1.096618e+01		7.913516e+00		2.001137e+14
405.000000		2.130445e-03		1.790658e-06		2.859062e+03		6.469731e+00		8.563948e-01		2.152872e-03		1.142209e-09		2.275539e-37		1.841090e+01		1.837551e+01		1.425965e+14
415.000000		3.087090e-03		8.467546e-08		1.587402e+04		1.844857e+01		1.792448e+00		5.209494e-03		6.042908e-10		5.056256e-37		2.883618e+01		4.156104e+01		1.016110e+14
425.000000		4.380472e-03		2.738255e-09		7.069891e+04		4.428278e+01		3.449979e+00		9.823322e-03		1.098300e-10		1.048707e-36		4.353083e+01		8.780130e+01		7.240572e+13
435.000000		5.955370e-03		6.649924e-11		2.438791e+05		8.650349e+01		5.717764e+00		1.521835e-02		1.482338e-11		2.074667e-36		6.419984e+01		1.707831e+02		5.159468e+13
445.000000		7.671293e-03		3.732061e-12		6.781348e+05		1.418959e+02		8.302403e+00		2.015874e-02		9.481541e-12		3.959616e-36		9.270783e+01		3.040277e+02		3.676520e+13
455.000000		9.362869e-03		4.925173e-13		1.577249e+06		2.017660e+02		1.079301e+01		2.348393e-02		1.102133e-11		7.362332e-36		1.309666e+02		4.968661e+02		2.619805e+13
465.000000		1.089995e-02		9.233816e-14		3.154467e+06		2.550770e+02		1.278789e+01		2.454406e-02		1.314196e-11		1.355301e-35		1.812593e+02		7.527905e+02		1.866813e+13
475.000000		1.223796e-02		1.783469e-14		5.950285e+06		3.143951e+02		1.507076e+01		2.506500e-02		1.564173e-11		2.577914e-35		2.494733e+02		1.074170e+03		1.330249e+13
485.000000		1.361795e-02		1.363555e-15		1.693697e+07		6.058716e+02		2.826132e+01		3.954720e-02		1.961914e-11		6.017531e-35		3.784700e+02		1.507477e+03		9.479052e+12
495.000000		2.530879e-02		1.285271e-15		9.730480e+07		2.423257e+03		1.124078e+02		9.728734e-02		4.128421e-11		2.469277e-34		8.290008e+02		3.166728e+03		6.754558e+12
