# Reaction ID 	 Column-Integrated Reaction Rate (cm**-2 s**-1)
R1	5.740861e-62
R2	4.237098e-52
R3	1.059711e-20
R4	5.073781e-13
R5	1.152202e-46
R6	1.967974e+09
R7	4.325346e-09
R8	3.757017e+01
R9	5.611088e-15
R10	1.352173e-34
R11	8.132574e-10
R12	3.552693e-02
R13	1.060748e-14
R14	5.163493e-05
R15	4.222090e-23
R16	5.075499e+00
R17	4.069348e-07
R18	1.133302e-01
R19	5.543625e-07
R20	1.365327e-06
R21	3.685295e+02
R22	2.010161e+02
R23	6.622555e+03
R24	2.075885e-06
R25	2.624683e-04
R26	2.070516e+08
R27	1.914962e-03
R28	5.164126e-06
R29	1.154641e-02
R30	1.612764e+05
R31	1.700428e-01
R32	8.495565e+04
R33	1.927903e+07
R34	3.782123e-08
R35	5.789470e+02
R36	2.885410e-09
R37	5.071870e-03
R38	8.928661e-03
R39	1.351093e-03
R40	4.598180e+01
R41	8.551427e-46
R44	7.671214e-02
R45	2.121915e-04
R46	1.060957e-05
R47	3.580279e-10
R48	1.325874e-02
R49	1.009197e-12
R50	4.079522e-02
R51	2.242788e-03
R52	3.085756e-05
R53	7.487177e+04
R54	1.613968e-06
R55	6.382469e-04
R56	1.983070e-02
R57	6.392707e-21
R59	9.104440e-01
R60	5.449786e+03
R61	4.664106e+02
R62	1.983087e-03
R63	1.019902e+02
R64	9.210546e+05
R65	1.480390e+03
R66	3.705049e+02
R67	3.917599e+02
R68	4.009952e-01
R69	1.486346e-04
R70	3.059825e+02
R71	2.039883e+03
R72	2.074374e-09
R73	7.516480e-09
R74	5.716340e-15
R75	2.174003e-03
R76	1.452692e+04
R77	1.452692e+05
R78	7.646089e+03
R79	7.463060e+02
R80	3.366626e-05
R81	2.867682e+08
R82	8.127476e-06
R83	1.816568e+02
R84	5.117686e+06
R85	2.968512e-08
R86	1.811296e-08
R87	1.402398e-11
R88	0.000000e+00
R89	0.000000e+00
R90	0.000000e+00
R91	3.796656e+00
R92	5.485682e+02
R93	9.081079e+03
R94	5.269575e+04
R95	7.796322e-03
R96	1.747160e+05
R97	3.061961e-06
R98	1.151846e-06
R99	1.319579e-01
R100	1.167798e-02
R101	2.463466e-04
R102	0.000000e+00
R103	0.000000e+00
R104	0.000000e+00
R105	0.000000e+00
R106	0.000000e+00
R107	0.000000e+00
R108	2.747161e-06
R109	4.061905e-02
R110	9.069817e+01
R111	1.233345e+06
R112	9.117623e+05
R113	1.165750e+01
R114	2.331500e+01
R115	3.282008e-09
R116	3.294286e-08
R117	4.054620e-09
R118	1.497820e+09
R119	9.615342e-08
R120	1.037871e-80
R121	9.319479e-56
R122	1.397442e-36
R123	2.387295e+07
R124	8.074417e-26
R125	1.721396e-08
R126	3.874685e-18
R127	3.724725e+02
R128	4.488307e-34
R129	1.209460e-19
R130	3.072798e+06
R131	8.547972e+01
R132	9.404339e+00
R133	8.772216e+06
R134	4.784845e+06
R135	2.132748e-03
R136	2.907487e+03
R137	8.384597e+05
R138	1.363760e+06
R140	1.667120e+07
R141	8.335598e+05
R142	2.436817e+06
R143	6.774159e+06
R145	1.999230e+07
R146	1.101037e+08
R147	1.342463e+07
R148	7.429013e+07
R149	7.300891e-08
R150	5.368572e+03
R152	2.041514e+06
R153	1.154557e+06
R154	7.215983e+04
R155	5.524468e+00
