X3	6.574775e+14	4.548632e-11
X53	8.953608e+21	6.194382e-04
X1	2.883841e+17	1.995130e-08
X56	4.605272e+07	3.186069e-18
X54	1.458365e+19	1.008942e-06
X2	1.658779e+15	1.147594e-10
X4	1.063957e+12	7.360783e-14
X5	3.904731e+13	2.701413e-12
X7	2.615640e+22	1.809581e-03
X6	1.648654e+14	1.140590e-11
X52	1.300892e+25	8.999973e-01
X20	1.981114e+20	1.370596e-05
X22	3.136663e+14	2.170040e-11
X61	8.179020e+12	5.658498e-13
X19	1.470216e+07	1.017141e-18
X58	2.848967e+05	1.971003e-20
X59	9.277716e+04	6.418610e-21
X80	2.579019e+07	1.784245e-18
X60	1.224895e+10	8.474200e-16
X21	2.535994e+20	1.754479e-05
X62	3.586495e+08	2.481248e-17
X24	7.043032e+13	4.872587e-12
X63	6.376483e+15	4.411447e-10
X23	9.109405e+04	6.302167e-21
X71	1.285946e+04	8.896568e-22
X25	8.923506e+06	6.173557e-19
X26	1.960864e-17	1.356586e-42
X64	2.771645e+00	1.917509e-25
X27	4.155884e+07	2.875169e-18
X28	1.181659e+03	8.175081e-23
X29	1.003001e+11	6.939068e-15
X30	2.524900e+10	1.746804e-15
X31	3.029904e+17	2.096181e-08
X32	4.761028e+07	3.293826e-18
X33	2.763799e+11	1.912081e-14
X34	6.871447e+09	4.753879e-16
X35	3.356274e+12	2.321974e-13
X36	1.663274e+09	1.150704e-16
X40	1.633759e+11	1.130285e-14
X41	2.522934e+10	1.745444e-15
X76	1.941786e+06	1.343387e-19
X77	1.811402e+07	1.253183e-18
X42	6.089478e+14	4.212888e-11
X43	1.885232e+15	1.304262e-10
X74	4.627958e+03	3.201764e-22
X75	3.169894e+04	2.193031e-21
X44	1.500196e+11	1.037882e-14
X45	3.222496e+14	2.229422e-11
X46	2.190521e+12	1.515470e-13
X47	5.968270e+11	4.129033e-14
X48	6.314429e+13	4.368517e-12
X68	4.576466e+11	3.166140e-14
X73	3.093534e+13	2.140202e-12
X78	5.951450e+14	4.117397e-11
X79	7.326302e+11	5.068561e-14
X111	5.875910e+10	4.065136e-15
X8	9.705971e+09	6.714890e-16
X9	1.135005e+06	7.852313e-20
X10	4.775885e+04	3.304104e-21
X57	3.566993e+03	2.467756e-22
X11	5.302926e+11	3.668728e-14
X12	1.263153e+16	8.738880e-10
X13	1.457312e+14	1.008214e-11
X14	2.247295e+11	1.554748e-14
X15	1.235553e+12	8.547939e-14
X16	3.681284e+15	2.546826e-10
X17	5.018216e+12	3.471757e-13
X18	1.764334e+13	1.220620e-12
X70	4.229008e+13	2.925758e-12
X37	4.719664e+09	3.265209e-16
X38	9.173805e-02	6.346721e-27
X39	7.171830e-02	4.961693e-27
X72	9.343804e+08	6.464331e-17
X65	3.123982e+11	2.161267e-14
X66	1.251754e+11	8.660021e-15
X109	4.207363e+04	2.910784e-21
X67	1.551743e-05	1.073543e-30
X110	2.839366e-02	1.964361e-27
X106	9.622365e-16	6.657049e-41
X107	5.111738e-02	3.536458e-27
X108	2.032334e-03	1.406031e-28
X49	2.022073e+00	1.398932e-25
X50	6.636872e-15	4.591593e-40
X51	0.000000e+00	0.000000e+00
X69	0.000000e+00	0.000000e+00
