# Reaction ID 	 Column-Integrated Reaction Rate (cm**-2 s**-1)
R1	3.929490e-58
R2	1.026193e-47
R3	3.898382e-18
R4	3.472999e-06
R5	5.803155e-45
R6	3.495842e+10
R7	1.038563e-05
R8	2.486158e+03
R9	4.427848e-11
R10	1.294164e-41
R11	1.424177e-10
R12	1.905297e-05
R13	2.256720e-10
R14	4.045753e+00
R15	1.810506e-34
R16	1.642546e-05
R17	4.938829e-04
R18	1.287819e-11
R19	1.646952e-26
R20	5.758865e-02
R21	1.592658e-08
R22	8.687229e-09
R23	8.216403e-14
R24	1.285491e-14
R25	1.625334e-12
R26	1.794812e+01
R27	3.379444e-17
R28	8.594488e-11
R29	2.752484e-05
R30	7.471946e+02
R31	2.376078e+03
R32	1.543887e+09
R33	3.849519e+09
R34	1.568889e-05
R35	2.952230e+06
R36	1.196241e-04
R37	2.905520e+01
R38	2.052056e-04
R39	6.500984e-10
R40	1.622184e+03
R41	5.761485e-51
R44	5.614308e+02
R45	6.859614e+00
R46	3.429807e-01
R47	2.438730e-05
R48	3.769179e-05
R49	1.368710e-07
R50	1.501937e+02
R51	8.100574e-09
R52	2.956931e-07
R53	1.437817e-08
R54	1.715923e-14
R55	3.269288e+01
R56	4.040033e-03
R57	6.983208e-21
R59	5.745652e-02
R60	5.567139e+03
R61	5.555415e+02
R62	3.331160e-11
R63	1.433109e-07
R64	1.786211e-03
R65	6.828464e-08
R66	4.105797e-01
R67	7.311691e+02
R68	3.461513e-03
R69	1.875194e-05
R70	1.638534e+04
R71	1.092355e+05
R72	7.302401e-09
R73	7.140784e-05
R74	1.341693e-11
R75	3.630012e-04
R76	6.229485e-05
R77	6.229485e-04
R78	8.673186e-07
R79	1.312639e+01
R80	9.254578e-07
R81	3.180556e+08
R82	1.720696e-09
R83	2.952825e-09
R84	6.098280e-05
R85	4.807814e-12
R86	2.933581e-12
R87	1.039975e-16
R88	0.000000e+00
R89	0.000000e+00
R90	0.000000e+00
R91	8.988741e+01
R92	7.406750e+01
R93	1.215477e-03
R94	8.669980e-07
R95	4.800517e-06
R96	2.295909e+02
R97	7.445444e-18
R98	1.594524e-02
R99	1.405146e+01
R100	1.044889e-06
R101	9.217381e+01
R102	0.000000e+00
R103	0.000000e+00
R104	0.000000e+00
R105	0.000000e+00
R106	0.000000e+00
R107	0.000000e+00
R108	3.474547e-03
R109	3.973984e-02
R110	3.177433e+04
R111	2.481367e+04
R112	9.632617e-02
R113	2.245993e+03
R114	4.491987e+03
R115	1.431610e-03
R116	1.319084e-03
R117	1.098913e-06
R118	3.002171e+10
R119	6.867030e-05
R120	3.221385e-78
R121	4.077091e-55
R122	3.034809e-33
R123	4.599665e+07
R124	4.994930e-31
R125	2.284309e-05
R126	3.207316e-17
R127	1.122552e+04
R128	1.352680e-32
R129	9.894387e-19
R130	9.122693e+08
R131	5.185012e+04
R132	5.710368e+03
R133	1.526082e+09
R134	8.324084e+08
R135	4.006945e-06
R136	6.853899e-01
R137	1.843291e+03
R138	2.998124e+03
R140	2.946472e+04
R141	1.473236e+03
R142	1.230840e+05
R143	5.999367e-01
R145	5.439930e+09
R146	9.235640e+09
R147	3.843624e+09
R148	2.330285e+10
R149	7.976313e-09
R150	4.730406e-01
R152	4.183806e+09
R153	2.366142e+09
R154	1.478839e+08
R155	9.310165e+03
R156	7.378594e-19
R157	8.784508e+05
R159	1.850978e+08
R160	1.652145e-04
R161	1.993498e-04
R162	7.740337e+10
R163	1.164261e+00
R164	8.533025e-09
R165	2.660007e-07
R166	2.777003e-05
R167	1.351784e+06
R168	1.343927e+05
R169	4.176404e-10
R171	9.857190e+03
R172	2.599219e+04
R173	1.088549e-08
R174	6.924665e-18
R175	1.590502e-02
R176	4.373942e-05
R177	1.139237e-02
R178	1.911664e-06
R179	4.640569e-16
R180	2.465220e+10
R181	5.478266e+08
R182	2.362502e+09
R183	1.111602e-23
R186	2.749514e-10
R187	9.745956e-50
R188	3.775431e-34
R189	1.789513e+07
R190	3.339222e+03
R192	5.324644e+08
R193	3.898382e-18
R195	7.809815e+00
R196	1.365755e-31
R197	5.336921e-07
R198	9.956338e-05
R199	6.076553e+06
R200	7.291865e+06
R201	6.549012e-08
R202	3.712825e+06
R203	2.982623e+01
R204	5.945848e-04
R205	9.324852e-24
R206	5.062338e+00
R207	6.545220e-03
R209	1.778595e-08
R212	1.687347e-03
R213	1.181900e-07
R214	3.626610e-43
R215	9.959675e-04
R216	4.401141e+01
R217	1.156517e-12
R218	8.419245e+07
R219	1.288293e-09
R220	7.781968e-09
R221	1.570953e-07
R222	4.705436e-03
R223	2.548238e-03
R224	1.160321e+04
R225	3.716899e-02
R226	1.883744e-13
R227	1.877858e+00
R228	9.469298e-07
R229	5.428424e-10
R230	1.340389e+03
R231	2.958996e+02
R232	3.788638e+01
R233	3.140687e-18
R235	1.236145e+05
R236	8.592604e+04
R237	4.704253e+07
R238	2.135391e-11
R239	1.102636e-06
R242	5.987470e-10
R243	9.605401e-12
R244	2.005529e-19
R245	5.516120e-12
R246	1.083925e-03
R247	1.840585e+03
R248	6.865201e-10
R250	3.655983e-03
R251	3.655983e-03
R252	1.780087e-05
R254	1.611501e-02
R255	1.394815e-05
R257	3.894172e+08
R258	1.843950e+00
R259	1.025838e+10
R260	3.388763e+05
R261	2.833599e+04
R263	6.298153e+04
R264	1.005003e+07
R265	1.180315e+08
R266	5.319871e+03
R267	1.271057e+07
R268	1.323642e+02
R269	9.163473e+02
R270	5.236752e+06
R271	1.026933e+02
R272	1.527027e+07
R273	9.326571e+06
R274	1.327367e-01
R275	4.131117e+01
R276	4.118525e-25
R277	4.049953e-05
R278	7.838618e-06
R279	7.173495e-01
R281	2.697836e+01
R282	6.277411e+01
R283	3.355296e-02
R284	9.749307e-06
R287	1.056451e-31
R288	2.381576e-46
R289	6.207904e-12
R291	5.492278e+04
R292	1.130132e+03
R293	2.189843e+00
R294	1.362643e-01
R295	3.271316e+02
R296	1.435092e+00
R297	4.953218e+00
R298	1.539937e-08
R300	9.323689e-37
R301	2.446664e-07
R302	6.325367e-07
R303	4.216911e-07
R304	6.371615e-04
R305	6.371615e-05
R306	2.620028e-07
R307	3.301225e-14
R308	7.802768e-11
R309	3.846435e-12
R310	1.142941e-31
R311	2.647889e-13
R312	5.537490e-09
R313	6.205959e-10
R314	2.659174e-22
R315	3.164651e-12
R316	2.382108e-14
R317	3.169733e-01
R319	4.253468e-07
R320	7.301811e+00
R321	5.412083e+00
R322	9.084908e+03
R323	1.410775e+03
R324	1.009434e+03
R325	1.180692e-03
R326	8.497216e-06
R327	7.612544e-03
R328	3.666940e-14
R329	5.982243e-11
R330	1.928305e-15
R331	9.057656e+00
R332	1.695895e+01
