# Reaction ID 	 Column-Integrated Reaction Rate (cm**-2 s**-1)
R1	5.822097e-45
R2	7.076205e-32
R3	3.593129e-07
R4	3.413078e-03
R5	1.425471e-31
R6	8.096341e+05
R7	1.530601e+01
R8	2.399406e+06
R9	3.386698e-02
R10	9.302318e-37
R11	2.719197e-01
R12	4.747890e+05
R13	4.263891e-10
R14	1.162100e+05
R15	9.766318e-20
R16	1.777534e+07
R17	1.315550e+08
R18	9.988320e-06
R19	2.071882e-16
R20	1.371670e+07
R21	2.159290e+00
R22	1.177794e+00
R23	9.473835e-09
R24	1.442430e-06
R25	1.823762e-04
R26	1.265522e-05
R27	3.686813e-08
R28	3.388256e-09
R29	4.835630e+06
R30	1.089116e+08
R31	1.221254e+03
R32	1.550645e+06
R33	1.941536e+08
R34	1.421274e+01
R35	2.083437e+04
R36	5.523575e+00
R37	9.396123e-01
R38	2.357822e+01
R39	4.385595e-02
R40	1.568223e-06
R41	9.871537e-44
R44	3.111654e+06
R45	8.207804e+00
R46	4.103902e-01
R47	2.739394e-09
R48	2.551151e-03
R49	1.160661e-05
R50	3.754586e+00
R51	2.665171e-06
R52	5.440901e-10
R53	1.288630e-03
R54	1.256765e-19
R55	3.898563e+04
R56	5.247364e-02
R57	7.625414e-09
R59	1.969760e+05
R60	1.852406e+04
R61	1.597654e+03
R62	1.564702e-03
R63	1.338690e-02
R64	1.991155e+04
R65	1.234389e-01
R66	4.434055e+00
R67	9.048676e+04
R68	4.001246e-05
R69	1.328045e-01
R70	1.125545e+05
R71	7.503631e+05
R72	3.826204e-02
R73	1.434027e+00
R74	6.069073e-05
R75	3.998953e-01
R76	2.929104e-01
R77	2.929104e+00
R78	5.306163e+00
R79	9.942199e+02
R80	2.308635e-12
R81	2.312066e+00
R82	1.657811e-10
R83	7.076518e-10
R84	7.680920e-06
R85	7.765100e-22
R86	4.738027e-22
R87	1.836527e-19
R88	0.000000e+00
R89	0.000000e+00
R90	0.000000e+00
R91	9.681357e+05
R93	1.101787e-01
R94	1.195917e-03
R95	2.209541e-07
R96	2.466361e+01
R97	1.074556e-23
R98	4.483801e-03
R99	1.516006e+06
R100	6.554625e-06
R101	1.692895e+07
R102	0.000000e+00
R103	0.000000e+00
R104	0.000000e+00
R105	0.000000e+00
R106	0.000000e+00
R107	0.000000e+00
R108	1.448120e+00
R109	8.742068e+00
R110	1.812403e+02
R111	6.105647e+04
R112	2.407678e+04
R113	2.289478e+06
R114	4.578956e+06
R115	3.843453e-04
R116	3.131147e+00
R117	3.485087e-04
R118	1.319004e+00
R119	1.325189e+00
R120	1.484022e-75
R121	1.376864e-55
R122	8.807673e-34
R123	9.506437e+05
R124	7.152542e-22
R125	1.534065e+01
R126	4.744601e-19
R127	2.808800e+09
R128	2.509090e-21
R129	4.809545e-08
R130	7.761325e+06
R131	1.266953e+09
R132	1.345361e+08
R133	1.392463e+07
R134	7.595251e+06
R135	2.117691e+00
R136	6.451201e+02
R137	6.082382e+05
R138	9.893031e+05
R140	1.567665e+09
R141	7.838322e+07
R142	1.566514e+06
R143	9.677891e+06
R145	8.629539e+09
R146	5.971436e+10
R147	1.082053e+08
R148	3.470431e+08
R149	1.836274e-02
R150	7.855746e-02
R152	1.349578e+09
R153	7.577048e+08
R154	4.735655e+07
R155	2.957345e-01
R156	8.045586e-20
R157	6.639924e+06
R159	5.010971e+08
R160	3.432602e-06
R161	4.141818e-06
R162	1.415853e+10
R163	1.583448e+04
R164	2.206756e-03
R165	2.486832e-06
R166	2.308444e+00
R167	4.161142e+00
R168	4.507191e-01
R169	3.589331e-09
R171	8.812868e+02
R172	5.800183e+07
R173	1.396591e-08
R174	1.101984e-20
R175	8.491787e-01
R176	6.007492e-03
R177	4.322064e-01
R178	2.444625e-16
R179	5.473807e-24
R180	1.885567e+03
R181	4.190150e+01
R182	1.807002e+02
R183	2.536343e-15
R186	1.283348e+04
R187	5.075771e-56
R188	6.206904e-40
R189	4.292282e-01
R190	2.639848e-12
R192	6.330118e-05
R193	3.593129e-07
R195	6.567590e+09
R196	5.853896e-24
R197	4.615598e+00
R198	4.003436e+04
R199	1.730076e+07
R200	2.076091e+07
R201	2.625303e+06
R202	4.943232e+10
R203	2.470577e+05
R204	1.505294e+01
R205	4.131338e-23
R206	4.338489e+05
R207	1.090728e+08
R209	2.786991e-11
R212	1.795805e+10
R213	7.426657e-22
R214	3.459312e-31
R215	5.103076e+03
R216	1.357619e-17
R217	4.169945e-06
R218	7.070048e+08
R219	7.047724e-01
R220	2.515544e-05
R221	2.449415e-07
R222	4.179892e-16
R223	1.767856e-08
R224	6.006916e-02
R225	3.401030e-11
R226	2.705403e-25
R227	3.050038e-14
R228	1.862433e-06
R229	1.531176e-03
R230	2.124933e+08
R231	1.335664e+01
R232	2.389580e+01
R233	4.273617e-08
R235	3.074723e+04
R236	5.454769e+00
R237	3.903078e+00
R238	3.353261e+00
R239	2.809874e-05
R242	3.085055e-03
R243	7.789965e-09
R244	2.378576e-17
R245	2.476721e-11
R246	2.160142e-06
R247	2.669161e-07
R248	2.592464e-12
R250	8.951759e-08
R251	8.951759e-08
R252	1.129039e-11
R254	2.120117e-16
R255	1.039221e-14
R257	1.474005e-12
R258	2.608022e-01
R259	3.899206e-04
R260	6.332052e-28
R261	3.228882e-23
R263	1.326446e-03
R264	1.640135e+07
R265	2.985021e-06
R266	1.442010e+04
R267	2.583271e+08
R268	1.533658e-09
R269	5.369464e-14
R270	2.454986e-09
R271	3.167778e-17
R272	5.945481e+08
R273	9.265705e+00
R274	1.059314e-06
R275	6.145140e-10
R276	1.969544e-26
R277	1.066859e+02
R278	2.064889e+01
R279	9.137850e+04
R281	6.975690e+03
R282	2.143860e+07
R283	2.216983e+00
R284	2.470227e+03
R287	5.701960e-24
R288	6.491901e-45
R289	1.360859e+06
R291	5.152328e+04
R292	3.565643e-08
R293	2.322306e-05
R294	3.416344e-16
R295	1.390153e+05
R296	8.701677e+06
R297	7.025777e+04
R298	1.476855e+03
R300	4.357300e-01
R301	1.136391e+07
R302	3.753892e-05
R303	2.502594e-05
R304	4.211866e+07
R305	4.211866e+06
R306	4.430385e+01
R307	8.840467e-05
R308	1.812154e+07
R309	1.111789e+06
R310	1.324520e-15
R311	9.568580e+03
R312	3.585498e+04
R313	4.433615e+01
R314	4.007199e-06
R315	2.983237e+03
R316	3.515175e+00
R317	2.733817e+01
R319	1.839748e+02
R320	4.130379e+07
R321	1.801385e-04
R322	3.989599e+07
R323	6.195362e+06
R324	4.432888e+06
R325	1.277400e-11
R326	6.764238e+04
R327	4.876137e+07
R328	1.659747e+00
R329	1.397506e+06
R330	2.272029e-02
R331	1.775590e+07
R332	3.147543e+07
R333	7.086536e+02
R334	1.319456e+02
R335	1.263682e+00
R336	8.825595e+02
R337	2.803089e+02
R338	2.755814e+03
R339	8.288163e+03
R340	5.180101e+04
R341	2.838695e+04
R342	2.900857e+04
R346	4.616752e+01
R347	4.465236e-08
R348	6.878286e+03
R350	5.236335e-03
R351	6.308908e-03
R352	2.945659e-03
R353	5.301712e-18
R354	2.058580e-14
R355	8.426209e-05
R356	4.202065e-09
R357	5.943000e-10
R358	2.230165e-10
R359	2.693567e-12
R360	4.547833e-10
R361	6.831108e-10
R362	4.534770e-08
R363	1.761406e-08
R364	6.302894e-05
R365	1.506001e-05
R366	9.055297e-13
R367	9.434695e-32
R368	1.301704e-06
R369	1.921334e-06
R370	1.195022e-07
R371	5.895019e-09
R372	4.321495e-10
R373	3.160586e-10
R374	8.555882e-15
R375	6.782101e-16
R376	1.236899e-33
R377	1.344227e-29
R378	7.307297e-22
R379	4.917821e-23
R380	4.408316e-20
R381	2.455698e-16
R382	4.580870e-21
R383	3.817392e-21
R384	1.863117e-32
R385	1.672225e-20
R387	1.543097e-44
R389	4.714785e+02
R390	3.766561e+04
R391	4.699183e+06
R392	1.066859e+02
R393	1.561710e+03
R394	1.561710e+03
R395	1.750340e+03
R396	1.895093e+06
R397	1.295727e+03
R398	4.600519e+06
R399	2.707277e+05
R400	3.362791e+06
R401	6.117921e+01
R402	7.473597e+03
R403	6.197155e+03
R404	7.473597e+02
R405	1.244090e+03
R406	2.915224e+02
R407	8.788040e-02
R408	1.923267e+04
R409	1.711119e+03
R411	2.851864e+04
R412	1.734884e+04
R413	2.893736e+03
R414	9.212551e+04
R415	3.647607e+08
R416	1.490309e+08
R417	9.041408e-09
R418	2.070461e-17
R419	8.467042e+02
R420	3.023943e+02
R421	3.723392e-18
R422	4.438075e-07
R423	1.073741e+02
R424	6.675718e+03
R425	2.636627e-12
R426	9.943936e+03
R427	9.943936e+03
R428	2.101229e+04
R429	1.353051e-25
R430	7.141969e+02
R431	3.640797e-02
R432	1.873719e-08
R433	4.730357e+06
R434	3.943103e-07
R435	4.452881e+00
R436	1.908378e+00
R437	1.112522e-12
R438	1.189309e-09
R439	1.843785e+03
R440	1.660678e-27
R441	3.030181e-03
R442	2.131095e-07
R443	8.694373e-19
R444	5.339069e-15
R445	8.144654e+05
R446	1.172280e+03
R447	2.825692e+03
R448	2.349106e+04
R449	1.829879e+04
R450	6.892547e+04
R451	4.574700e+03
R452	2.385403e+03
R453	1.113188e+04
R454	1.841540e+05
R455	2.083985e+09
R456	1.248362e+05
R457	1.181153e-04
R458	7.005923e+07
R459	4.114386e+00
R460	6.442614e+00
R461	3.762509e+03
R462	7.454211e-01
R463	3.904890e-12
R464	1.068401e-02
R465	1.270470e-15
R466	1.270470e-15
R467	1.372817e-06
R468	5.542853e-16
R469	1.329527e-15
R470	4.297733e-09
R471	2.659690e-16
R472	1.156158e-29
R473	3.640153e-06
R474	3.465238e-02
R475	4.840401e-06
R477	1.247351e+03
R478	1.247351e+03
R479	3.309614e-07
R480	2.342334e-06
R481	3.781767e+07
R482	3.797628e+04
R483	8.715840e+04
R485	8.323208e+02
R486	8.323208e+02
R487	5.502029e+01
R488	6.399301e+01
R489	2.375764e+04
R490	2.825876e+03
R491	3.597515e+06
R492	1.069452e+04
R493	2.043951e+06
R494	3.976178e-04
R495	6.560886e-07
R496	5.977437e+05
R498	1.316352e-15
R499	5.433280e+02
R500	8.021096e-07
R501	7.674775e+05
R502	2.581437e+07
R503	1.034743e-07
R504	2.529301e+03
R505	3.388938e+04
R506	6.034991e+03
R507	7.370715e+00
R509	1.662919e-06
R511	1.652693e+09
R512	1.952882e+10
R513	7.818684e-03
R515	1.118835e-05
R516	1.514724e-01
R517	4.441277e-04
R519	3.014170e+02
R520	1.567510e-01
R521	2.672974e-21
R522	9.274116e-03
R523	3.894129e+06
R524	1.129614e-18
R525	3.521913e-13
R526	5.647741e+04
R527	1.053112e+06
R528	2.522796e+06
R533	1.893911e+09
R534	2.197697e-32
R535	7.341707e-04
R536	1.335783e+03
R537	1.642355e-10
R538	2.574162e-02
R540	1.785671e-08
R541	4.623304e-06
R542	2.673262e-15
R543	3.081693e+07
R544	1.143093e-03
R545	1.775060e-13
R546	1.542009e+01
R547	6.725523e+03
R548	7.068451e+01
R549	2.885403e+01
R551	1.318896e-08
R552	1.694310e-31
R553	4.409715e-14
R554	8.754156e-01
R555	5.135463e-36
R556	6.901592e-34
R557	1.642037e-06
R558	2.718728e-07
R559	5.485626e+04
R560	3.782460e+08
R561	7.469596e+09
R562	4.389901e-13
R563	9.486704e-03
R564	1.289764e-03
R565	5.133707e-01
R566	1.121814e-06
R567	1.118699e+00
R568	1.923845e-22
R569	2.268753e+09
R570	1.119278e-02
R571	1.119278e-02
R572	1.050488e+07
R573	3.648034e+01
R574	8.462062e-01
R575	9.300302e+06
R576	8.266935e+05
R577	1.118450e+07
R578	6.745107e+01
R579	9.575644e+06
R596	1.224636e+09
R597	8.980665e+09
R598	3.781368e+04
R599	1.859172e+05
R608	2.509070e-21
R611	1.166844e-40
R617	2.214198e-01
R618	1.832981e-01
R639	6.484080e+08
R640	1.183554e-04
R641	6.509110e+08
R642	1.306523e+06
R643	3.438218e+05
R644	3.898094e+04
R645	2.355852e+01
M2	9.053238e+09
M3	1.957078e+09
M4	1.175000e+01
M5	2.074968e+05
M6	2.073259e+05
M7	1.288578e+09
M9	1.609811e+09
M10	1.000523e+07
M11	6.260658e+03
M12	3.711324e+10
M13	1.224578e+10
M14	5.653581e+09
M15	4.500787e+04
M16	5.865378e+04
M17	2.071493e+03
M18	1.767537e+06
M19	2.962784e-14
M20	3.180158e-20
M21	4.792015e-07
M22	1.436570e-01
M23	1.217004e+04
M24	6.021270e+04
M25	9.339568e-04
M26	2.849462e-03
M27	4.074679e-01
M28	7.794734e-11
M29	1.176655e-30
M31	2.044022e+04
M32	2.643052e-01
M33	3.104622e-12
M34	8.393018e-03
M35	6.330847e-05
M36	3.599772e-03
M37	1.599031e+05
M38	1.558396e+06
M39	8.626469e+04
M40	2.812443e+03
M41	1.236159e-13
M42	4.142301e+00
M43	1.801285e-11
M44	4.682290e+00
M45	1.206343e+09
M46	3.376120e+01
M47	6.518165e+01
M48	2.104192e+04
M49	8.926549e-02
M50	1.126838e+00
M51	1.065751e+06
M52	5.857854e+06
M53	3.632416e+03
M54	6.794570e+05
M55	2.733772e-02
M56	3.911567e+05
M57	1.802881e+10
M58	4.750259e+04
M73	1.702763e+09
M85	6.529051e+08
M86	6.545022e+07
P1	3.416453e+02
P2	1.477979e+03
P3	1.862947e-09
P4	9.536721e-10
P5	9.263314e-04
P6	1.841455e+10
P7	2.540267e-03
P8	4.165588e-05
P9	6.487978e-14
P10	4.989076e-13
P11	6.777782e+05
P12	4.106876e-31
P13	7.590414e-31
P14	2.695072e+00
P15	6.201217e-12
P16	6.803035e-12
P17	4.884230e-12
P18	2.307207e-20
P19	5.787044e-21
P20	2.330893e+09
P21	3.991211e+09
P22	2.714907e+03
P23	4.562676e+02
P24	3.020589e-09
