# Reaction ID 	 Column-Integrated Reaction Rate (cm**-2 s**-1)
R1	2.895447e-59
R2	9.442076e-48
R3	7.075750e-19
R4	7.159496e-07
R5	9.395363e-46
R6	9.283879e+09
R7	1.483241e-03
R8	4.320907e+02
R9	1.786165e-06
R10	5.680391e-38
R11	3.400506e-04
R12	1.680839e+03
R13	2.885981e-07
R14	4.413773e+03
R15	1.264433e-26
R16	6.029799e+04
R17	3.950948e+00
R18	1.814481e-06
R19	1.847716e-13
R20	3.306895e+01
R21	2.496904e-02
R22	1.361947e-02
R23	3.830913e-02
R24	9.746235e-09
R25	1.232283e-06
R26	1.533640e+04
R27	6.615115e-12
R28	6.994995e-09
R29	2.303587e+01
R30	7.959039e+07
R31	1.800300e+03
R32	1.669948e+09
R33	5.937862e+09
R34	2.707715e-03
R35	2.133921e+06
R36	3.221884e-03
R37	1.992028e+01
R38	2.985715e-01
R39	7.406254e-05
R40	3.174299e+04
R41	4.592785e-52
R44	5.705635e+04
R45	7.450768e+00
R46	3.725383e-01
R47	3.515949e-05
R48	9.602221e-05
R49	3.014141e-07
R50	1.054686e+02
R51	5.921978e-07
R52	2.514718e-10
R53	1.579759e-01
R54	9.954608e-14
R55	2.727423e+02
R56	8.064088e-01
R57	2.677335e-14
R59	5.397583e+03
R60	2.980010e+05
R61	2.973777e+04
R62	1.253603e-05
R63	1.374427e-01
R64	1.598125e+04
R65	3.192155e+02
R66	1.182720e+02
R67	1.898882e+05
R68	1.035221e+01
R69	9.711958e-02
R70	2.024146e+06
R71	1.349430e+07
R72	3.376370e-04
R73	2.328131e-02
R74	4.644394e-08
R75	2.864197e-02
R76	1.230847e+02
R77	1.230847e+03
R78	1.550047e+01
R79	1.535701e+02
R80	5.839059e-06
R81	1.067895e+09
R82	1.117514e-06
R83	2.312171e-03
R84	2.334616e+03
R85	1.104942e-10
R86	6.742016e-11
R87	5.172563e-13
R88	0.000000e+00
R89	0.000000e+00
R90	0.000000e+00
R91	1.233252e+05
R92	8.462552e+06
R93	1.357323e-02
R94	2.923986e+03
R95	4.829488e-02
R96	8.370277e+03
R97	1.441624e-09
R98	1.355251e-07
R99	1.922819e+02
R100	7.828110e-05
R101	1.782597e+03
R102	0.000000e+00
R103	0.000000e+00
R104	0.000000e+00
R105	0.000000e+00
R106	0.000000e+00
R107	0.000000e+00
R108	6.725468e-01
R109	1.315629e+00
R110	4.502739e+03
R111	3.366585e+05
R112	2.715655e+04
R113	1.607677e+04
R114	3.215354e+04
R115	4.941787e-08
R116	9.375630e-03
R117	8.279984e-05
R118	1.044744e+10
R119	6.585876e-03
R120	2.463280e-87
R121	1.728189e-59
R122	4.024017e-37
R123	7.848578e+07
R124	3.014382e-28
R125	2.123302e-02
R126	8.078990e-14
