0.000000 9.269881e-01 7.940510e-01 475.000000 56
0.000010 2.463628e-01 2.389719e-01 485.000000 56
0.000110 2.210154e-01 2.085635e-01 395.000000 4
0.001110 1.749480e-01 1.731450e-01 395.000000 4
0.011110 8.546936e-02 7.549972e-02 405.000000 4
0.061110 2.796246e-02 2.198083e-02 405.000000 4
0.161110 5.754414e-03 5.325283e-03 455.000000 38
0.661110 6.126979e-04 5.676449e-04 465.000000 38
3.161110 1.485025e-04 1.389110e-04 445.000000 59
15.661110 1.004120e-04 9.893662e-05 375.000000 16
78.161110 5.913546e-05 5.452934e-05 375.000000 16
203.161110 2.471783e-05 2.077905e-05 375.000000 16
453.161110 6.551222e-06 5.574537e-06 375.000000 16
953.161110 1.769750e-06 1.392341e-06 435.000000 54
1953.161110 4.688022e-07 3.626146e-07 5.000000 77
6953.161110 1.028086e-07 9.131767e-08 5.000000 77
31953.161110 2.369630e-08 2.366030e-08 415.000000 107
156953.161110 2.272059e-09 2.271188e-09 425.000000 108
781953.161110 7.531873e-10 6.207990e-10 435.000000 22
3906953.161110 8.758524e-11 8.729853e-11 345.000000 27
19531953.161110 3.053473e-11 1.812649e-11 75.000000 35
97656953.161110 6.112770e-12 4.825028e-12 75.000000 35
488281953.161110 1.195726e-12 1.161732e-12 55.000000 29
2441406953.161110 1.162595e-13 1.143759e-13 45.000000 29
12207031953.161110 1.341432e-14 1.329867e-14 45.000000 29
61035156953.161110 4.528652e-15 3.733912e-15 5.000000 77
549316406953.161133 5.946140e-15 4.930551e-15 5.000000 77
2990722656953.161133 6.486560e-15 5.398203e-15 5.000000 77
6652832031953.161133 5.696299e-15 4.754212e-15 5.000000 77
12145996094453.160156 3.385779e-15 2.834855e-15 5.000000 77
19287109375703.160156 7.041966e-16 6.571921e-16 85.000000 35
29998779297578.160156 9.508217e-16 7.943741e-16 5.000000 77
51422119141328.156250 1.659096e-16 1.436160e-16 375.000000 16
83557128906953.156250 1.525196e-17 1.412041e-17 5.000000 111
147827148438203.156250 8.099529e-18 6.718690e-18 5.000000 77
790527343750703.125000 1.724015e-17 1.441947e-17 5.000000 77
2075927734375703.000000 5.301151e-17 4.432671e-17 5.000000 77
4004028320313203.000000 1.223831e-17 1.021746e-17 5.000000 77
4968078613281953.000000 1.815911e-17 1.515927e-17 5.000000 77
5691116333008516.000000 2.543777e-17 2.123342e-17 5.000000 77
6233394622803438.000000 3.070800e-16 2.553023e-16 5.000000 77
7046812057495821.000000 2.589118e-16 2.151240e-16 5.000000 77
7331508159638155.000000 4.889855e-16 4.059796e-16 5.000000 77
7488091015816439.000000 1.194199e-15 1.077549e-15 5.000000 77
7660332157612551.000000 3.193365e-15 2.652548e-15 5.000000 77
7720616557241190.000000 1.144503e-15 1.136640e-15 295.000000 45
7774872516906965.000000 2.380006e-15 1.992892e-15 5.000000 77
7834554072539318.000000 4.576896e-15 3.835926e-15 5.000000 77
7894235628171671.000000 9.281647e-15 7.669223e-15 5.000000 77
7915124172642994.000000 2.740701e-15 2.726632e-15 295.000000 45
7933923862667185.000000 1.599322e-15 1.337198e-15 5.000000 77
7954603521693795.000000 3.247757e-16 2.819803e-16 375.000000 16
7981487078428388.000000 5.187338e-17 4.266372e-17 5.000000 77
8035254191897575.000000 2.112815e-17 1.773721e-17 5.000000 77
8304089759243508.000000 4.613104e-17 3.854227e-17 5.000000 77
8841760893935375.000000 1.359115e-16 1.135619e-16 5.000000 77
9648267595973176.000000 6.353372e-17 5.300502e-17 5.000000 77
10051520946992076.000000 7.820917e-17 6.524979e-17 5.000000 77
10353960960256252.000000 4.480127e-16 3.757519e-16 5.000000 77
10807620980152514.000000 6.896179e-16 5.733674e-16 5.000000 77
10966401987116206.000000 1.723279e-15 1.403664e-15 5.000000 77
11125182994079898.000000 3.135503e-15 2.604573e-15 5.000000 77
11180756346517190.000000 7.863435e-16 7.784673e-16 295.000000 45
11230772363710752.000000 8.194880e-16 6.832884e-16 5.000000 77
11295793186062384.000000 1.668076e-15 1.396546e-15 5.000000 77
11367316090649180.000000 3.969267e-15 3.296356e-15 5.000000 77
11438838995235976.000000 8.002348e-15 6.639574e-15 5.000000 77
11463872011841354.000000 4.464729e-15 3.174204e-15 5.000000 77
11481395123465118.000000 4.470122e-16 3.833733e-16 5.000000 77
11500670546251260.000000 1.063529e-16 8.953336e-17 5.000000 77
11539221391823542.000000 9.691920e-17 8.069275e-17 5.000000 77
11616323082968108.000000 1.409784e-16 1.179004e-16 5.000000 77
11770526465257238.000000 3.445111e-16 2.877992e-16 5.000000 77
12001831538690934.000000 1.168945e-15 9.778850e-16 5.000000 77
12256267119467998.000000 2.489686e-15 2.054190e-15 5.000000 77
12345319572739970.000000 1.446641e-15 1.024498e-15 5.000000 77
12407656290030350.000000 2.922151e-16 2.461177e-16 5.000000 77
12476226679049768.000000 4.793353e-16 3.996959e-16 5.000000 77
12579082262578896.000000 1.140637e-15 9.521435e-16 5.000000 77
12712794521166762.000000 1.832002e-15 1.526739e-15 5.000000 77
12772965037531302.000000 3.327540e-16 3.294085e-16 295.000000 45
12833135553895842.000000 3.669041e-16 3.054453e-16 5.000000 77
12923391328442652.000000 8.216022e-16 6.874333e-16 5.000000 77
13040723835353506.000000 1.092576e-15 9.120320e-16 5.000000 77
13105256714154476.000000 2.355238e-16 9.991733e-17 85.000000 35
13176242880835542.000000 2.625959e-16 2.204721e-16 5.000000 77
13282722130857142.000000 5.561155e-16 4.648687e-16 5.000000 77
13442441005889540.000000 6.754791e-16 5.639870e-16 5.000000 77
13530286387157360.000000 3.251771e-16 2.620068e-16 5.000000 77
13626916306551962.000000 5.189336e-16 4.333332e-16 5.000000 77
13752535201764944.000000 1.529272e-15 1.275727e-15 5.000000 77
13890715986499224.000000 3.335823e-15 2.774940e-15 5.000000 77
13939079261156222.000000 8.668851e-16 5.997324e-16 5.000000 77
13982606208347520.000000 3.984512e-17 3.118779e-17 85.000000 35
14039191239696208.000000 2.221394e-17 1.869568e-17 5.000000 77
14322116396439646.000000 4.561602e-17 3.809470e-17 5.000000 77
14887966709926522.000000 1.337407e-16 1.118347e-16 5.000000 77
15736742180156836.000000 6.440188e-17 5.375232e-17 5.000000 77
