# Reaction ID 	 Column-Integrated Reaction Rate (cm**-2 s**-1)
R1	5.201452e-54
R2	1.803670e-43
R3	4.310825e-14
R4	1.139005e-13
R5	2.481709e-34
R6	9.800245e+07
R7	1.915484e-18
R8	2.405053e-03
R9	7.769853e-18
R10	2.816102e-41
R11	1.168195e-11
R12	4.605240e-05
R13	2.087469e-16
R14	9.195909e-07
R15	1.571108e-25
R16	1.590603e-02
R17	4.145209e-10
R18	3.695935e-09
R19	1.464792e-15
R20	7.754441e-09
R21	2.437921e-05
R22	1.329775e-05
R23	4.018213e-04
R24	2.863056e-09
R25	3.619956e-07
R26	9.722002e+03
R27	7.699081e-12
R28	2.431776e-11
R29	1.188604e-05
R30	4.520677e-03
R31	3.400895e-05
R32	3.263288e+00
R33	3.271706e+03
R34	6.919548e-13
R35	8.042892e-03
R36	1.211229e-12
R37	3.749331e-06
R38	8.662094e-06
R39	3.231682e-07
R40	7.821242e+04
R41	2.498794e-46
R44	5.898613e-05
R45	6.178010e-06
R46	3.089005e-07
R47	6.239641e-13
R48	3.101612e-06
R49	3.696554e-11
R50	1.094064e-02
R51	3.541445e-09
R52	4.277662e-08
R53	5.553467e+00
R54	1.015869e-12
R55	1.293077e-05
R56	1.244798e-03
R57	1.676821e-20
R59	1.600240e-04
R60	5.877065e+02
R61	4.930152e+01
R62	2.657243e-09
R63	3.816876e-03
R64	2.490439e+02
R65	6.555406e-02
R66	1.431320e+01
R67	2.427852e+03
R68	1.215533e-05
R69	2.527596e-02
R70	4.207762e+06
R71	2.805175e+07
R72	3.637525e-09
R73	2.509940e-10
R74	5.031121e-13
R75	1.846286e-05
R76	1.602643e+02
R77	1.602643e+03
R78	1.197006e+01
R79	1.335942e+03
R80	1.717617e-08
R81	7.446653e+06
R82	1.090613e-12
R83	1.362288e-06
R84	2.921914e-02
R85	7.379093e-15
R86	4.502497e-15
R87	3.496740e-14
R88	0.000000e+00
R89	0.000000e+00
R90	0.000000e+00
R91	1.088012e-02
R92	2.021783e+00
R93	5.038323e-05
R94	4.107343e-03
R95	2.956136e-07
R96	2.389477e+02
R97	1.969488e-15
R98	4.831412e-06
R99	6.532193e-03
R100	1.902947e-06
R101	1.081443e-05
R102	0.000000e+00
R103	0.000000e+00
R104	0.000000e+00
R105	0.000000e+00
R106	0.000000e+00
R107	0.000000e+00
R108	1.585758e-06
R109	1.259198e-01
R110	7.907884e+04
R111	4.552343e+06
R112	1.887083e+07
R113	6.794144e+06
R114	1.358829e+07
R115	5.964471e-02
R116	3.078995e-07
R117	3.038944e-04
R118	3.934458e+10
R119	5.815461e-08
R120	1.433337e-78
R121	1.021303e-59
R122	1.701040e-35
R123	4.408212e+05
R124	1.037762e-20
R125	4.153995e-15
R126	6.568630e-23
R127	1.670877e-01
R128	9.186315e-33
R129	1.809939e-18
R130	1.390855e+05
R131	5.259940e+00
R132	5.590898e-01
R133	3.712887e+06
R134	2.025211e+06
R135	1.746512e-05
R136	8.080172e+02
R137	3.157025e+05
R138	5.134920e+05
R140	3.452238e+07
R141	1.726119e+06
R142	1.563821e+06
R143	1.947038e+06
R145	3.580940e+04
R146	8.479208e+04
R147	4.208920e+08
R148	7.221032e+08
R149	5.459787e-05
R150	3.590980e+05
R152	8.567397e+07
R153	4.775714e+07
R154	2.984822e+06
R155	1.417281e+01
R156	3.889229e-17
R157	1.943365e+07
R159	1.902684e+07
R160	1.379460e-04
R161	1.664473e-04
R162	1.228886e+11
R163	1.285556e-01
R164	1.198231e-08
R165	1.654536e+00
R166	1.682405e+04
R167	2.015332e+06
R168	2.139189e+05
R169	6.925524e-11
R171	1.965043e+01
R172	3.494599e+11
R173	1.161999e+00
R174	7.830646e-10
R175	9.057594e+05
R176	1.832206e+04
R177	3.360475e+05
R178	1.069564e+00
R179	2.801427e-06
R180	4.448981e+11
R181	9.886623e+09
R182	4.263606e+10
R183	8.865049e-17
R186	4.089418e-06
R187	2.689107e-41
R188	1.162561e-25
R189	1.340462e+11
R190	2.732287e+08
R192	3.340045e+10
R193	4.310825e-14
R195	7.190659e-01
R196	7.611131e-27
R197	9.565654e-05
R198	3.752334e+03
R199	4.829536e+03
R200	5.795443e+03
R201	6.796268e-04
R202	9.730062e+03
R203	1.586427e+04
R204	6.794483e+00
R205	1.226119e-16
R206	1.288444e+01
R207	6.350938e-03
R209	3.114845e-05
R212	5.553103e+01
R213	7.390594e-07
R214	1.897657e-39
R215	1.328760e-03
R216	7.954765e+00
R217	1.987206e-03
R218	2.862579e+04
R219	1.324985e-04
R220	8.560004e-03
R221	2.097087e-05
R222	5.393557e-07
R223	5.878532e-01
R224	2.430735e+02
R225	4.644986e-03
R226	1.178832e-14
R227	8.725668e-02
R228	1.500003e-08
R229	2.835728e-03
R230	1.969048e+09
R231	4.241336e+05
R232	4.031140e+07
R233	1.388508e-14
R235	1.731332e+08
R236	3.171395e+08
R237	3.866233e+08
R238	3.683839e-06
R239	9.470808e-03
R242	6.036157e-08
R243	8.010229e-05
R244	4.012221e-17
R245	6.276568e-11
R246	4.094657e-02
R247	2.371646e+05
R248	9.053830e-07
R250	1.291213e+03
R251	1.291213e+03
R252	2.572800e-01
R254	1.307774e-02
R255	3.627373e-03
R257	1.293006e+08
R258	5.684992e+02
R259	6.269636e+10
R260	4.860502e+05
R261	1.191071e+04
R263	5.852835e+06
R264	1.993924e+08
R265	4.367585e+08
R266	8.485309e+08
R267	1.684225e+09
R268	2.982125e+00
R269	2.674517e+02
R270	7.561324e+06
R271	1.856112e+01
R272	1.284343e+09
R273	3.613193e+08
R274	2.844645e+07
R275	3.294720e+06
R276	7.660600e-39
R277	5.242218e-06
R278	1.014623e-06
R279	2.327826e-02
R281	9.054566e-02
R282	1.088417e+02
R283	3.783906e-02
R284	3.031362e-06
R287	8.687129e-24
R288	5.331218e-47
R289	8.686770e-11
R291	1.890959e+07
R292	9.229275e+04
R293	1.357267e+02
R294	9.790165e-01
R295	5.617414e+05
R296	3.643188e-03
R297	6.232603e-04
R298	9.063020e-10
R300	6.545642e-33
R301	3.399485e-03
R302	6.558373e-06
R303	4.372249e-06
R304	1.080066e-02
R305	1.080066e-03
R306	3.599807e-07
R307	3.681075e-13
R308	4.495185e-07
R309	2.875421e-08
R310	2.543577e-33
R311	2.347174e-12
R312	5.406420e-07
R313	1.432652e-03
R314	4.984679e-11
R315	1.634110e-04
R316	7.681027e-09
R317	9.912146e-01
R319	4.951750e-03
R320	3.357167e+05
R321	3.605214e+03
R322	1.916017e+05
R323	2.975341e+04
R324	2.128908e+04
R325	3.465722e-01
R326	1.067451e+00
R327	2.067247e-08
R328	1.922363e-10
R329	1.178859e-12
R330	7.830329e-13
R331	8.367878e-03
R332	1.505224e-02
R333	7.056968e-04
R334	1.482565e+01
R335	1.404714e+07
R336	1.964602e+01
R337	6.280776e+00
R338	3.598966e-02
R339	1.082396e-01
R340	6.764975e-01
R341	3.707206e-01
R342	3.788386e-01
R346	1.443646e+08
R347	1.831363e+00
R348	9.260026e+11
R350	7.231644e-02
R351	8.892663e-02
R352	3.961674e-02
R353	2.515965e+09
R354	2.817590e+06
R355	8.797524e-08
R356	3.849990e-05
R357	4.480634e-01
R358	4.894671e+06
R359	1.608722e+05
R360	1.101381e-03
R361	1.654337e-03
R362	5.031353e-05
R363	9.323190e-02
R364	2.796748e+06
R365	6.682494e+05
R366	1.977623e+03
R367	3.256149e-15
R368	1.644916e+09
R369	2.427920e+09
R370	2.145167e+08
R371	5.931217e-07
R372	4.237650e-08
R373	3.099266e-08
R374	4.170124e-04
R375	3.305586e-05
R376	8.756920e+01
R377	1.417506e+01
R378	1.633954e+03
R379	1.534957e+00
R380	7.202637e+02
R381	4.058538e+03
R382	3.673913e+01
R383	3.061594e+01
R384	5.725436e-06
R385	8.226042e+00
R387	8.501607e-03
R389	2.885777e-02
R390	7.523092e-02
R391	1.200523e+01
R392	5.242218e-06
R393	1.017864e+01
R394	1.017864e+01
R395	1.106928e+01
R396	5.259902e+04
R397	2.942897e+01
R398	1.266574e+05
R399	7.514146e+03
R400	8.971966e+04
R401	4.772808e+06
R402	1.576425e+07
R403	1.336365e+07
R404	1.576425e+06
R405	2.682778e+06
R406	9.771827e+05
R407	2.906961e+00
