X3	4.939873e+15	2.260708e-10
X53	3.166803e+23	1.449272e-02
X1	4.091983e+16	1.872675e-09
X56	6.425905e+06	2.940783e-19
X54	5.213949e+15	2.386137e-10
X2	3.133161e+09	1.433875e-16
X4	2.726285e+09	1.247671e-16
X5	9.379057e+09	4.292278e-16
X7	5.107346e+22	2.337351e-03
X6	9.992732e+05	4.573123e-20
X52	2.185132e+23	1.000014e-02
X20	1.564413e+24	7.159458e-02
X22	1.237243e+16	5.662178e-10
X61	2.618626e+14	1.198401e-11
X19	3.242647e+14	1.483981e-11
X58	3.075808e+07	1.407628e-18
X59	1.384428e+07	6.335765e-19
X80	7.461890e+06	3.414896e-19
X60	1.205932e+09	5.518887e-17
X21	2.407040e+21	1.101569e-04
X62	1.080648e+07	4.945529e-19
X24	1.362192e+12	6.234004e-14
X63	1.008907e+17	4.617211e-09
X23	1.314512e+00	6.015798e-26
X71	4.003773e-03	1.832306e-28
X25	3.155501e-05	1.444099e-30
X26	2.084841e-29	9.541171e-55
X64	1.200446e+01	5.493780e-25
X27	1.222398e+06	5.594243e-20
X28	2.900432e+01	1.327368e-24
X29	5.407462e+07	2.474698e-18
X30	9.184365e+04	4.203178e-21
X31	6.075626e+14	2.780479e-11
X32	2.424589e+07	1.109601e-18
X33	2.430521e+11	1.112316e-14
X34	2.959624e+09	1.354457e-16
X35	3.417515e+10	1.564009e-15
X36	8.339207e+06	3.816396e-19
X40	6.569776e+13	3.006625e-12
X41	2.627549e+13	1.202484e-12
X76	1.894923e+10	8.672021e-16
X77	8.942311e+11	4.092403e-14
X42	2.554079e+14	1.168861e-11
X43	1.848914e+14	8.461459e-12
X74	4.536436e+03	2.076077e-22
X75	2.360886e+04	1.080447e-21
X44	3.520158e+08	1.610982e-17
X45	2.564211e+16	1.173498e-09
X46	9.820447e+13	4.494278e-12
X47	1.828191e+13	8.366624e-13
X48	6.414614e+12	2.935615e-13
X68	1.600574e+08	7.324947e-18
X73	8.175278e+11	3.741375e-14
X78	2.469413e+12	1.130115e-13
X79	1.305668e+15	5.975321e-11
X111	6.406234e+15	2.931781e-10
X8	7.657693e+09	3.504504e-16
X9	3.480439e+10	1.592805e-15
X10	1.246588e+09	5.704949e-17
X57	1.834607e+03	8.395986e-23
X11	1.757631e+09	8.043711e-17
X12	1.989239e+15	9.103652e-11
X13	1.026571e+10	4.698052e-16
X14	7.704487e+04	3.525920e-21
X15	2.198670e+00	1.006210e-25
X16	4.785792e+15	2.190193e-10
X17	2.852043e+07	1.305223e-18
X18	2.144215e+03	9.812890e-23
X70	1.265616e+03	5.792028e-23
X37	8.722588e+11	3.991848e-14
X38	2.340593e+00	1.071160e-25
X39	1.662282e+01	7.607350e-25
X72	1.066476e+09	4.880675e-17
X65	5.005057e+07	2.290539e-18
X66	2.595081e+03	1.187626e-22
X109	2.596815e+08	1.188419e-17
X67	2.231331e-04	1.021157e-29
X110	6.473656e+00	2.962636e-25
X106	4.544384e+05	2.079714e-20
X107	2.149244e+09	9.835904e-17
X108	1.258203e+06	5.758102e-20
X49	5.516220e-05	2.524470e-30
X50	1.932452e-10	8.843768e-36
X51	0.000000e+00	0.000000e+00
X69	0.000000e+00	0.000000e+00
