# Reaction ID 	 Column-Integrated Reaction Rate (cm**-2 s**-1)
R1	4.508148e-61
R2	3.155053e-48
R3	6.355117e-15
R4	3.008602e-07
R5	2.239742e-46
R6	6.998550e+05
R7	5.135636e-03
R8	5.557424e+02
R9	1.009594e-02
R10	2.232875e-39
R11	5.296438e-03
R12	2.658312e+05
R13	5.086021e-12
R14	2.309061e+03
R15	2.182030e-29
R16	9.741269e+04
R17	5.057962e+02
R18	3.006295e-08
R19	8.565891e-22
R20	4.749528e+00
R21	6.075865e-03
R22	3.314108e-03
R23	7.014424e-09
R24	1.322616e-09
R25	1.672273e-07
R26	1.284526e-01
R27	1.137529e-12
R28	3.337778e-08
R29	7.340893e+00
R30	9.486269e+06
R31	2.666625e+02
R32	1.126932e+05
R33	4.080556e+07
R34	1.233311e+00
R35	4.802862e+03
R36	1.463960e-02
R37	3.058035e-02
R38	4.443370e-03
R39	2.353686e-06
R40	5.789435e+05
R41	5.061127e-47
R44	6.932004e+04
R45	7.410089e-03
R46	3.705045e-04
R47	4.183355e-13
R48	3.937687e-05
R49	5.651144e-12
R50	3.184618e-01
R51	2.234310e-09
R52	1.678183e-06
R53	1.486191e-02
R54	1.746948e-24
R55	5.469493e-02
R56	1.919798e-01
R57	6.557010e-15
R59	2.539662e+04
R60	1.821072e+04
R61	1.951611e+03
R62	1.682802e-08
R63	3.111867e-05
R64	1.128914e+02
R65	2.344837e-01
R66	2.205600e+00
R67	2.418544e+03
R68	1.012768e-07
R69	2.396448e-06
R70	3.213953e+06
R71	2.142635e+07
R72	2.468359e-07
R73	1.537697e-01
R74	1.093022e-09
R75	1.333509e-03
R76	1.819788e-03
R77	1.819788e-02
R78	9.409831e+00
R79	4.444310e+01
R80	9.542275e-16
R81	1.383909e+02
R82	1.941934e-12
R83	1.137390e-12
R84	1.288990e-06
R85	9.050264e-24
R86	5.522194e-24
R87	2.702717e-27
R88	0.000000e+00
R89	0.000000e+00
R90	0.000000e+00
R91	1.162177e+06
R92	1.853772e+06
R93	3.812527e-03
R94	2.096055e-03
R95	1.732696e-06
R96	4.966517e+02
R97	6.077141e-27
R98	2.130006e-02
R99	5.839416e+00
R100	3.155542e-03
R101	8.456125e-01
R102	0.000000e+00
R103	0.000000e+00
R104	0.000000e+00
R105	0.000000e+00
R106	0.000000e+00
R107	0.000000e+00
R108	1.160191e+00
R109	9.631315e+01
R110	9.398849e+05
R111	3.498929e+06
R112	4.217790e+05
R113	5.371800e+05
R114	1.074360e+06
R115	4.402203e-04
R116	5.110782e-06
R117	1.100868e-01
R118	6.959226e+06
R119	2.129092e-10
R120	2.287744e-80
R121	5.566053e-59
R122	2.170478e-34
R123	3.497495e+04
R124	1.045736e-28
R125	5.145761e-03
R126	5.366942e-18
R127	1.353404e+09
R128	8.138358e-31
R129	5.595103e-16
R130	3.201013e+06
R131	5.902184e+07
R132	6.617754e+06
R133	5.224095e+06
R134	2.849506e+06
R135	2.087363e-06
R136	7.525928e-01
R137	3.587272e+03
R138	5.834719e+03
R140	1.007738e+07
R141	5.038691e+05
R142	2.185582e+05
R143	1.222740e+05
R145	5.622026e+08
R146	1.227510e+09
R147	2.923570e+06
R148	1.650759e+07
R149	2.895516e-08
R150	2.170027e-05
R152	8.537598e+06
R153	4.845752e+06
R154	3.028595e+05
R155	9.663927e-03
R156	7.963544e-27
R157	3.269389e+06
R159	2.251240e+04
R160	2.440536e-08
R161	2.944779e-08
R162	1.921126e+10
R163	8.195831e-02
R164	1.222940e-10
R165	3.723026e-06
R166	3.309912e+00
R167	5.924121e-03
R168	5.612460e-04
R169	1.289467e-10
R171	3.280747e-01
R172	2.872303e+05
R173	9.095160e-10
R174	5.306314e-19
R175	6.673143e-07
R176	1.122886e-09
R177	5.759616e-07
R178	2.091073e-14
R179	8.507466e-25
R180	3.821431e+07
R181	8.492069e+05
R182	3.662205e+06
R183	3.354795e-23
R186	1.029566e+00
R187	1.077215e-51
R188	4.139262e-36
R189	1.811459e+04
R190	1.710560e+00
R192	8.067531e+04
R193	6.355117e-15
R195	2.566084e+09
R196	1.183994e-27
R197	1.116037e-02
R198	7.555818e+04
R199	4.118442e+06
R200	4.942131e+06
R201	6.708832e-04
R202	5.304544e+08
R203	5.371851e+06
R204	3.627918e+02
R205	1.210430e-26
R206	2.098050e+06
R207	3.534226e+01
R209	2.095196e-11
R212	4.774065e+10
R213	1.352457e-13
R214	9.103389e-46
R215	2.286356e+01
R216	2.392632e-02
R217	1.741795e-06
R218	3.372678e+06
R219	2.633983e-10
R220	1.588217e-02
R221	3.364993e-09
R222	6.608176e-18
R223	2.662193e-09
R224	2.798709e-03
R225	5.064584e-13
R226	6.942621e-31
R227	2.140867e-10
R228	6.756224e-09
R229	2.277855e-01
R230	7.094068e+08
R231	4.818055e+05
R232	4.884780e+05
R233	1.694287e-10
R235	5.810763e+02
R236	1.286072e+02
R237	9.054154e+04
R238	1.333695e-13
R239	8.379536e-04
R242	1.751770e-17
R243	8.779150e-11
R244	1.147208e-18
R245	1.948876e-10
R246	1.004877e-02
R247	6.063298e-01
R248	1.386726e-12
R250	1.385459e-02
R251	1.385459e-02
R252	1.796153e-10
R254	3.275991e-12
R255	6.374389e-16
R257	1.001560e+01
R258	4.654633e+01
R259	1.524706e+04
R260	5.591223e-05
R261	4.246313e-07
R263	1.074176e+05
R264	5.737135e+10
R265	4.188460e+05
R266	2.167000e+10
R267	3.605464e+11
R268	1.194999e-01
R269	2.729413e+00
R270	1.818340e+04
R271	5.582809e-02
R272	1.460318e+11
R273	1.825348e+05
R274	3.470138e+03
R275	1.372813e-01
R276	9.220176e-42
R277	1.664488e-02
R278	3.221590e-03
R279	7.374462e-01
R281	1.152506e-02
R282	6.568561e+00
R283	3.100231e-08
R284	5.802843e-08
R287	4.926772e-34
R288	1.319593e-53
R289	2.850064e-12
R291	7.911887e+00
R292	5.732302e-04
R293	8.173455e-06
R294	4.357315e-08
R295	1.802967e+01
R296	5.754944e-05
R297	1.101589e-06
R298	2.254104e-13
R300	4.532545e-19
R301	2.449626e-03
R302	3.428792e-07
R303	2.285861e-07
R304	8.105204e-03
R305	8.105204e-04
R306	6.172537e-12
R307	7.377138e-19
R308	1.875579e-07
R309	1.053388e-08
R310	2.269299e-30
R311	4.671763e-08
R312	4.858342e-04
R313	2.909439e+00
R314	2.223219e-09
R315	1.407850e+03
R316	1.378157e-05
R317	2.709610e+07
R319	2.346627e+03
R320	3.756147e+06
R321	2.048475e+02
R322	3.727909e+06
R323	5.788989e+05
R324	4.142121e+05
R325	8.628153e-07
R326	3.016190e-01
R327	7.765827e-06
R328	4.203064e-03
R329	4.164110e-11
R330	9.135505e-05
R331	7.953175e-02
R332	1.529675e-01
R333	1.661993e-03
R334	4.028870e-01
R335	1.189180e+04
R336	6.133555e-03
R337	1.981911e-03
R338	6.142119e-04
R339	1.847254e-03
R340	1.154534e-02
R341	6.326845e-03
R342	6.465389e-03
R346	2.447814e+01
R347	2.057931e-10
R348	4.643965e+08
R350	9.858453e-04
R351	1.070636e-03
R352	5.923360e-04
R353	8.151463e-01
R354	3.817602e-05
R355	2.573756e-09
R356	6.611342e-10
R357	3.518057e-04
R358	1.307341e-01
R359	5.241552e+00
R360	2.282517e-10
R361	3.428471e-10
R362	6.111601e-10
R363	3.061776e-06
R364	9.492475e-01
R365	2.268114e-01
R366	3.266555e-06
R367	1.648081e-23
R368	1.412530e+05
R369	2.084915e+05
R370	4.249918e+03
R371	3.347381e-16
R372	1.860800e-17
R373	1.360922e-17
R374	2.125102e-07
R375	1.684532e-08
R376	7.698826e-11
R377	9.703772e-13
R378	1.792905e-06
R379	5.420982e-10
R380	1.206295e-05
R381	8.667547e-05
R382	3.886279e-08
R383	3.238565e-08
R384	2.667195e-19
R385	3.311154e-11
R387	5.561723e-17
R389	3.856068e+03
R390	8.900738e+04
R391	6.201871e+07
R392	1.664488e-02
R393	1.766446e+05
R394	1.766446e+05
R395	1.518077e+05
R396	3.660620e+06
R397	1.733715e+02
R398	8.087691e+06
R399	5.229456e+05
R400	4.040467e+06
R401	1.111782e+04
R402	2.040897e+05
R403	1.271527e+05
R404	2.040897e+04
R405	2.552615e+04
R406	1.517826e+05
R407	1.937525e-03
R408	1.463933e+04
R409	3.429732e+03
R411	5.716219e+04
R412	3.477367e+04
R413	4.078776e+06
R414	3.809883e+04
R415	1.352383e+08
R416	5.525450e+07
R417	7.437072e-07
R418	3.554207e-09
R419	1.466243e+04
R420	5.236581e+03
R421	5.208938e-13
R422	1.933838e-05
R423	3.743481e+05
R424	1.196821e+03
R425	1.188484e-11
R426	2.224887e+10
R427	2.224887e+10
R428	3.109574e+09
R429	2.351389e-39
R430	6.575728e-03
R431	1.313572e-01
R432	5.803600e-10
R433	1.862695e+10
R434	2.139532e-05
R435	5.211505e-01
R436	2.233502e-01
R437	1.450050e-11
R438	6.728767e-09
R439	1.230436e+08
R440	5.398117e-10
R441	8.843224e+06
R442	4.948154e+04
