# Reaction ID 	 Column-Integrated Reaction Rate (cm**-2 s**-1)
R1	8.060653e-68
R2	4.983780e-50
R3	4.902696e-18
R4	2.062743e-08
R5	1.729402e-49
R6	7.888583e+06
R7	1.222439e-06
R8	2.104931e+02
R9	9.343025e-11
R10	1.274823e-39
R11	7.080142e-10
R12	1.178699e-02
R13	1.712221e-14
R14	4.098956e-02
R15	6.599592e-34
R16	9.178551e-02
R17	2.498875e+01
R18	7.450600e-13
R19	1.172554e-21
R20	1.217147e+00
R21	4.068237e-08
R22	2.219038e-08
R23	2.109256e-08
R24	1.441094e-09
R25	1.822073e-07
R26	7.066046e-03
R27	9.522565e-16
R28	7.294300e-11
R29	4.735521e+00
R30	1.218953e+02
R31	3.082946e-03
R32	1.571716e+03
R33	1.600136e+05
R34	1.137260e-07
R35	4.186591e-02
R36	1.774347e-07
R37	1.561149e-07
R38	8.794696e-07
R39	9.419392e-08
R40	3.830533e+06
R41	9.210412e-47
R44	2.585671e+00
R45	1.536907e-05
R46	7.684536e-07
R47	1.151611e-12
R48	6.599176e-06
R49	7.759295e-12
R50	1.981409e-02
R51	2.191231e-11
R52	4.909521e-07
R53	1.545658e-01
R54	2.124419e-21
R55	3.328187e+01
R56	3.876233e+00
R57	7.476976e-21
R59	1.241184e-01
R60	6.837480e-01
R61	5.435972e-02
R62	2.030758e-13
R63	1.311451e-05
R64	2.993756e-02
R65	2.230054e-02
R66	3.387532e+01
R67	1.404976e+03
R68	1.984074e-07
R69	5.845363e-03
R70	1.043207e+07
R71	6.954714e+07
R72	2.791880e-07
R73	2.680763e-07
R74	4.540252e-14
R75	3.039043e-06
R76	8.372656e-01
R77	8.372656e+00
R78	1.527573e+02
R79	3.599755e+05
R80	2.621704e-14
R81	8.803876e+02
R82	3.481415e-14
R83	1.759482e-13
R84	9.648642e-08
R85	3.803703e-21
R86	2.320903e-21
R87	4.906179e-24
R88	0.000000e+00
R89	0.000000e+00
R90	0.000000e+00
R91	1.294164e+01
R92	7.865364e+01
R93	2.634638e-06
R94	3.040413e-04
R95	5.992738e-07
R96	1.921216e+04
R97	8.294092e-25
R98	3.360430e-03
R99	5.266243e+02
R100	1.303238e-03
R101	2.167917e+02
R102	0.000000e+00
R103	0.000000e+00
R104	0.000000e+00
R105	0.000000e+00
R106	0.000000e+00
R107	0.000000e+00
R108	1.332126e-05
R109	2.990515e-01
R110	4.701395e+04
R111	9.998422e+06
R112	5.586514e+05
R113	1.456562e+09
R114	2.913124e+09
R115	3.080930e+00
R116	1.364773e-03
R117	1.391462e+00
R118	1.450240e+07
R119	8.096516e-06
R120	8.899720e-82
R121	6.784783e-61
R122	2.594392e-35
R123	4.295059e+03
R124	2.175155e-27
R125	1.256067e-06
R126	2.430403e-20
R127	1.813990e+05
R128	1.090798e-34
R129	3.064462e-19
R130	8.451321e+03
R131	1.136965e+05
R132	1.274808e+04
R133	1.744907e+04
R134	9.517673e+03
R135	8.365951e-09
R136	5.203835e+00
R137	3.237432e+03
R138	5.265702e+03
R140	2.002067e+05
R141	1.001033e+04
R142	1.197058e+04
R143	7.110869e+05
R145	1.551855e+07
R146	8.404464e+07
R147	4.262021e+09
R148	1.086439e+10
R149	4.420970e-08
R150	1.762740e+00
R152	2.817893e+08
R153	1.580263e+08
R154	9.876642e+06
R155	6.653972e-01
R156	5.483783e-25
R157	4.654974e+07
R159	1.525373e+07
R160	9.749462e-09
R161	1.176381e-08
R162	1.223739e+12
R163	6.559268e+01
R164	1.012336e-07
R165	5.190244e-04
R166	5.265570e+02
R167	1.244182e+01
R168	1.178726e+00
R169	1.402941e-09
R171	5.593372e+00
R172	1.377070e+07
R173	8.308027e-08
R174	4.048848e-17
R175	1.594933e-04
R176	2.994032e-07
R177	1.361876e-04
R178	3.467383e-12
R179	3.170838e-22
R180	6.861468e+08
R181	1.524771e+07
R182	6.575574e+07
R183	1.423019e-20
R186	1.448724e+04
R187	6.840038e-50
R188	2.629929e-34
R189	1.166762e+06
R190	3.498805e+02
R192	2.581940e+05
R193	4.902696e-18
R195	5.314573e+05
R196	2.148829e-27
R197	1.767091e-04
R198	1.567830e+05
R199	6.292212e+03
R200	7.550655e+03
R201	7.565230e-03
R202	3.224412e+07
R203	2.150806e+07
R204	1.813031e+05
R205	2.005190e-23
R206	5.098206e+06
R207	6.810856e+04
R209	7.025109e-09
R212	2.326611e+12
R213	4.083459e-14
R214	5.136238e-48
R215	4.555833e-02
R216	2.538796e-02
R217	4.032966e-06
R218	1.671521e+06
R219	3.094801e-06
R220	2.589925e-01
R221	1.351987e-09
R222	3.474732e-19
R223	1.939343e-10
R224	8.248299e-03
R225	5.817511e-11
R226	7.111664e-27
